Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.45186176  	 6.45186784 
1.01222222  	 6.61628643  	 6.61629138 
1.01444444  	 6.80501167  	 6.80501610 
1.01666667  	 7.15532490  	 7.15532872 
1.01668889  	 7.16282048  	 7.16282656 
1.01671111  	 7.17060288  	 7.17060896 
1.01673333  	 7.17869536  	 7.17870144 
1.01675555  	 7.18712832  	 7.18713440 
1.01677777  	 7.19593824  	 7.19594432 
1.01679999  	 7.20516768  	 7.20517376 
1.01682221  	 7.21485920  	 7.21486528 
1.01684443  	 7.22507968  	 7.22508576 
1.01686665  	 7.23588992  	 7.23589600 
1.01688887  	 7.24738112  	 7.24738720 
1.01691109  	 7.25966272  	 7.25966880 
1.01693331  	 7.27285632  	 7.27286240 
1.01695553  	 7.28715040  	 7.28715648 
