f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.72887993 	 -4.72887954
-2.77142857 	 -4.78618903 	 -4.78618864
-2.84285714 	 -4.83747386 	 -4.83747350
-2.91428571 	 -4.88305255 	 -4.88305221
-2.98571429 	 -4.92331201 	 -4.92331169
-3.05714286 	 -4.95867870 	 -4.95867841
-3.12857143 	 -4.98959881 	 -4.98959854
-3.20000000 	 -5.01651744 	 -5.01651719
-3.27142857 	 -5.03986691 	 -5.03986648
-3.34285714 	 -5.06005556 	 -5.06005517
-3.41428571 	 -5.07746361 	 -5.07746327
-3.48571429 	 -5.09243846 	 -5.09243816
-3.55714286 	 -5.10529385 	 -5.10529353
-3.62857143 	 -5.11631036 	 -5.11631008
-3.70000000 	 -5.12573722 	 -5.12573698
-3.72051282 	 -5.12818206 	 -5.12818183
-3.74102564 	 -5.13051918 	 -5.13051875
-3.76153846 	 -5.13275214 	 -5.13275173
-3.78205128 	 -5.13488648 	 -5.13488608
-3.80256410 	 -5.13692549 	 -5.13692511
-3.82307692 	 -5.13887389 	 -5.13887353
-3.84358974 	 -5.14073550 	 -5.14073516
-3.86410256 	 -5.14251382 	 -5.14251348
-3.88461538 	 -5.14421244 	 -5.14421212
-3.90512821 	 -5.14583515 	 -5.14583484
-3.92564103 	 -5.14738469 	 -5.14738440
-3.94615385 	 -5.14886490 	 -5.14886466
-3.96666667 	 -5.15027825 	 -5.15027802
-3.98717949 	 -5.15162818 	 -5.15162796
-4.00769231 	 -5.15291727 	 -5.15291685
-4.02820513 	 -5.15414808 	 -5.15414768
-4.04871795 	 -5.15532322 	 -5.15532283
-4.06923077 	 -5.15644521 	 -5.15644484
-4.08974359 	 -5.15751659 	 -5.15751624
-4.11025641 	 -5.15853928 	 -5.15853895
-4.13076923 	 -5.15951560 	 -5.15951534
-4.15128205 	 -5.16044772 	 -5.16044747
-4.17179487 	 -5.16133719 	 -5.16133695
-4.19230769 	 -5.16218648 	 -5.16218625
-4.21282051 	 -5.16299714 	 -5.16299671
-4.23333333 	 -5.16377096 	 -5.16377054
-4.25384615 	 -5.16450953 	 -5.16450914
-4.27435897 	 -5.16521442 	 -5.16521404
-4.29487179 	 -5.16588721 	 -5.16588685
-4.31538462 	 -5.16652895 	 -5.16652868
-4.33589744 	 -5.16714179 	 -5.16714153
-4.35641026 	 -5.16772643 	 -5.16772618
-4.37692308 	 -5.12605907 	 -5.12605864
-4.39743590 	 -5.12720144 	 -5.12720103
-4.41794872 	 -5.12829076 	 -5.12829037
-4.43846154 	 -5.12932914 	 -5.12932885
-4.45897436 	 -5.13031940 	 -5.13031912
-4.47948718 	 -5.13126356 	 -5.13126329
-4.50000000 	 -5.13216387 	 -5.13216361
