f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.46622565 	 -4.46622523
-2.77142857 	 -4.51989278 	 -4.51989239
-2.84285714 	 -4.56769472 	 -4.56769435
-2.91428571 	 -4.61000152 	 -4.61000117
-2.98571429 	 -4.64723289 	 -4.64723257
-3.05714286 	 -4.67983430 	 -4.67983400
-3.12857143 	 -4.70825593 	 -4.70825566
-3.20000000 	 -4.73293831 	 -4.73293807
-3.27142857 	 -4.75430256 	 -4.75430213
-3.34285714 	 -4.77274047 	 -4.77274009
-3.41428571 	 -4.78861349 	 -4.78861315
-3.48571429 	 -4.80224922 	 -4.80224893
-3.55714286 	 -4.81394139 	 -4.81394107
-3.62857143 	 -4.82395117 	 -4.82395089
-3.70000000 	 -4.83250900 	 -4.83250877
-3.72051282 	 -4.83472754 	 -4.83472732
-3.74102564 	 -4.83684763 	 -4.83684721
-3.76153846 	 -4.83887331 	 -4.83887291
-3.78205128 	 -4.84080864 	 -4.84080826
-3.80256410 	 -4.84265751 	 -4.84265714
-3.82307692 	 -4.84442369 	 -4.84442334
-3.84358974 	 -4.84611093 	 -4.84611059
-3.86410256 	 -4.84772238 	 -4.84772206
-3.88461538 	 -4.84926171 	 -4.84926140
-3.90512821 	 -4.85073185 	 -4.85073156
-3.92564103 	 -4.85213555 	 -4.85213531
-3.94615385 	 -4.85347623 	 -4.85347600
-3.96666667 	 -4.85475645 	 -4.85475623
-3.98717949 	 -4.85597887 	 -4.85597845
-4.00769231 	 -4.85714584 	 -4.85714543
-4.02820513 	 -4.85826035 	 -4.85825997
-4.04871795 	 -4.85932413 	 -4.85932376
-4.06923077 	 -4.86033969 	 -4.86033934
-4.08974359 	 -4.86130929 	 -4.86130895
-4.11025641 	 -4.86223488 	 -4.86223462
-4.13076923 	 -4.86311845 	 -4.86311820
-4.15128205 	 -4.86396180 	 -4.86396156
-4.17179487 	 -4.86476674 	 -4.86476652
-4.19230769 	 -4.86553518 	 -4.86553496
-4.21282051 	 -4.86626870 	 -4.86626828
-4.23333333 	 -4.86696873 	 -4.86696833
-4.25384615 	 -4.86763667 	 -4.86763629
-4.27435897 	 -4.86827413 	 -4.86827377
-4.29487179 	 -4.86888243 	 -4.86888216
-4.31538462 	 -4.86946321 	 -4.86946294
-4.33589744 	 -4.87001721 	 -4.87001696
-4.35641026 	 -4.82635337 	 -4.82635294
-4.37692308 	 -4.82960273 	 -4.82960231
-4.39743590 	 -4.83271678 	 -4.83271638
-4.41794872 	 -4.83398966 	 -4.83398928
-4.43846154 	 -4.83483410 	 -4.83483382
-4.45897436 	 -4.83563929 	 -4.83563902
-4.47948718 	 -4.83640735 	 -4.83640709
-4.50000000 	 -4.83713953 	 -4.83713928
