f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -5.04925465 	 -5.04925428
-2.77142857 	 -5.11109502 	 -5.11109465
-2.84285714 	 -5.16678727 	 -5.16678692
-2.91428571 	 -5.21656546 	 -5.21656513
-2.98571429 	 -5.26075648 	 -5.26075617
-3.05714286 	 -5.29975048 	 -5.29975019
-3.12857143 	 -5.33397507 	 -5.33397481
-3.20000000 	 -5.36387224 	 -5.36387200
-3.27142857 	 -5.38988213 	 -5.38988191
-3.34285714 	 -5.41242895 	 -5.41242856
-3.41428571 	 -5.43191365 	 -5.43191330
-3.48571429 	 -5.44870652 	 -5.44870622
-3.55714286 	 -5.46314604 	 -5.46314570
-3.62857143 	 -5.47553792 	 -5.47553763
-3.70000000 	 -5.48615392 	 -5.48615366
-3.72051282 	 -5.48890929 	 -5.48890904
-3.74102564 	 -5.49154324 	 -5.49154300
-3.76153846 	 -5.49406173 	 -5.49406130
-3.78205128 	 -5.49646863 	 -5.49646822
-3.80256410 	 -5.49876906 	 -5.49876866
-3.82307692 	 -5.50096768 	 -5.50096730
-3.84358974 	 -5.50306858 	 -5.50306822
-3.86410256 	 -5.50507578 	 -5.50507543
-3.88461538 	 -5.50699396 	 -5.50699363
-3.90512821 	 -5.50882619 	 -5.50882587
-3.92564103 	 -5.51057668 	 -5.51057638
-3.94615385 	 -5.51224905 	 -5.51224880
-3.96666667 	 -5.51384617 	 -5.51384593
-3.98717949 	 -5.51537149 	 -5.51537126
-4.00769231 	 -5.51682856 	 -5.51682834
-4.02820513 	 -5.51822006 	 -5.51821964
-4.04871795 	 -5.51954846 	 -5.51954806
-4.06923077 	 -5.52081745 	 -5.52081706
-4.08974359 	 -5.52202883 	 -5.52202847
-4.11025641 	 -5.52318562 	 -5.52318527
-4.13076923 	 -5.52429015 	 -5.52428982
-4.15128205 	 -5.52534439 	 -5.52534413
-4.17179487 	 -5.52635092 	 -5.52635067
-4.19230769 	 -5.52731202 	 -5.52731179
-4.21282051 	 -5.52822923 	 -5.52822900
-4.23333333 	 -5.52910509 	 -5.52910465
-4.25384615 	 -5.52994074 	 -5.52994033
-4.27435897 	 -5.53073888 	 -5.53073848
-4.29487179 	 -5.53150026 	 -5.53149989
-4.31538462 	 -5.53222729 	 -5.53222693
-4.33589744 	 -5.48129996 	 -5.48129972
-4.35641026 	 -5.48498365 	 -5.48498342
-4.37692308 	 -5.48675720 	 -5.48675698
-4.39743590 	 -5.48845286 	 -5.48845243
-4.41794872 	 -5.49007385 	 -5.49007344
-4.43846154 	 -5.49162315 	 -5.49162276
-4.45897436 	 -5.49310361 	 -5.49310332
-4.47948718 	 -5.49451875 	 -5.49451847
-4.50000000 	 -5.49587087 	 -5.49587061
