Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46605856  	 6.46606464 
1.01222222  	 6.63035964  	 6.63036455 
1.01444444  	 6.80207967  	 6.80208405 
1.01666667  	 7.00158995  	 7.00159378 
1.01888889  	 7.27926464  	 7.27927072 
1.01894445  	 7.28832913  	 7.28833240 
1.01900794  	 7.29888394  	 7.29888858 
1.01907143  	 7.30966224  	 7.30966681 
1.01913492  	 7.32068059  	 7.32068510 
1.01919842  	 7.33194454  	 7.33194897 
1.01926191  	 7.34347108  	 7.34347545 
1.01932540  	 7.35526610  	 7.35527038 
1.01938889  	 7.36735446  	 7.36735867 
1.01944445  	 7.37817721  	 7.37817951 
1.02000000  	 7.50153690  	 7.50154685 
