Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.39517184  	 6.39517792 
1.01000000  	 6.47524544  	 6.47525152 
1.01061111  	 6.52457491  	 6.52458005 
1.01222222  	 6.66253778  	 6.66254250 
1.01383333  	 6.83511534  	 6.83511962 
1.01444444  	 6.92640612  	 6.92641040 
1.01454444  	 6.94432285  	 6.94432612 
1.01465873  	 6.96632920  	 6.96633609 
1.01477301  	 6.99034074  	 6.99034749 
1.01488730  	 7.01690013  	 7.01690673 
1.01500158  	 7.04679921  	 7.04680563 
1.01511587  	 7.08129808  	 7.08130430 
1.01523015  	 7.12255192  	 7.12255792 
1.01534444  	 7.17481774  	 7.17482347 
1.01535444  	 7.18017284  	 7.18017611 
1.01536587  	 7.18649588  	 7.18650124 
1.01537730  	 7.19305173  	 7.19305704 
1.01538873  	 7.19986040  	 7.19986567 
1.01540015  	 7.20694604  	 7.20695127 
1.01541158  	 7.21433666  	 7.21434184 
1.01542301  	 7.22205861  	 7.22206374 
1.01543444  	 7.23015682  	 7.23016190 
1.01544444  	 7.23758393  	 7.23758765 
