Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.00900000  	 6.39832736  	 6.39833344 
1.01000000  	 6.48074176  	 6.48074784 
1.01061111  	 6.53222719  	 6.53223232 
1.01222222  	 6.68224062  	 6.68224531 
1.01383333  	 6.91251327  	 6.91251749 
1.01444444  	 7.16735008  	 7.16735616 
1.01445158  	 7.17523906  	 7.17524233 
1.01445975  	 7.18490728  	 7.18491266 
1.01446791  	 7.19540434  	 7.19540966 
1.01447607  	 7.20690119  	 7.20690645 
1.01448424  	 7.21965293  	 7.21965811 
1.01449240  	 7.23401896  	 7.23402405 
1.01450056  	 7.25056665  	 7.25057165 
1.01450873  	 7.27026115  	 7.27026604 
1.01451587  	 7.29149086  	 7.29149352 
