f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.91601846 	 -4.91601823
-3.72051282 	 -4.91975341 	 -4.91975297
-3.74102564 	 -4.92332650 	 -4.92332608
-3.76153846 	 -4.92674488 	 -4.92674448
-3.78205128 	 -4.93001422 	 -4.93001384
-3.80256410 	 -4.93314101 	 -4.93314064
-3.82307692 	 -4.93613105 	 -4.93613070
-3.84358974 	 -4.93898999 	 -4.93898965
-3.86410256 	 -4.94172335 	 -4.94172303
-3.88461538 	 -4.94433631 	 -4.94433600
-3.90512821 	 -4.94683383 	 -4.94683353
-3.92564103 	 -4.94922068 	 -4.94922039
-3.94615385 	 -4.95150189 	 -4.95150161
-3.96666667 	 -4.95368209 	 -4.95368176
-3.98717949 	 -4.95576502 	 -4.95576470
-4.00769231 	 -4.95775498 	 -4.95775468
-4.02820513 	 -4.95965649 	 -4.95965620
-4.04871795 	 -4.96147284 	 -4.96147256
-4.06923077 	 -4.96320797 	 -4.96320770
-4.08974359 	 -4.96486517 	 -4.96486492
-4.11025641 	 -4.96644822 	 -4.96644797
-4.13076923 	 -4.96795993 	 -4.96795970
-4.15128205 	 -4.96940364 	 -4.96940322
-4.17179487 	 -4.97078235 	 -4.97078194
-4.19230769 	 -4.97209903 	 -4.97209864
-4.21282051 	 -4.97335608 	 -4.97335570
-4.23333333 	 -4.97455658 	 -4.97455622
-4.25384615 	 -4.97570258 	 -4.97570224
-4.27435897 	 -4.97679666 	 -4.97679633
-4.29487179 	 -4.97784124 	 -4.97784093
-4.31538462 	 -4.97883844 	 -4.97883814
-4.33589744 	 -4.97979023 	 -4.97978999
-4.35641026 	 -4.98069880 	 -4.98069857
-4.37692308 	 -4.98156629 	 -4.98156607
-4.39743590 	 -4.98239447 	 -4.98239404
-4.41794872 	 -4.98318445 	 -4.98318404
-4.43846154 	 -4.98393872 	 -4.98393833
-4.45897436 	 -4.98465866 	 -4.98465829
-4.47948718 	 -4.98534573 	 -4.98534537
-4.50000000 	 -4.98600154 	 -4.98600120
