f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.69610665 	 -4.69610643
-3.72051282 	 -4.69958033 	 -4.69957990
-3.74102564 	 -4.70290252 	 -4.70290211
-3.76153846 	 -4.70608026 	 -4.70607987
-3.78205128 	 -4.70911873 	 -4.70911835
-3.80256410 	 -4.71202437 	 -4.71202401
-3.82307692 	 -4.71480226 	 -4.71480191
-3.84358974 	 -4.71745806 	 -4.71745772
-3.86410256 	 -4.71999637 	 -4.71999605
-3.88461538 	 -4.72242283 	 -4.72242252
-3.90512821 	 -4.72474159 	 -4.72474130
-3.92564103 	 -4.72695734 	 -4.72695705
-3.94615385 	 -4.72907487 	 -4.72907453
-3.96666667 	 -4.73109778 	 -4.73109746
-3.98717949 	 -4.73303038 	 -4.73303007
-4.00769231 	 -4.73487686 	 -4.73487656
-4.02820513 	 -4.73664076 	 -4.73664048
-4.04871795 	 -4.73832567 	 -4.73832539
-4.06923077 	 -4.73993500 	 -4.73993474
-4.08974359 	 -4.74147187 	 -4.74147162
-4.11025641 	 -4.74293968 	 -4.74293944
-4.13076923 	 -4.74434143 	 -4.74434120
-4.15128205 	 -4.74568005 	 -4.74567963
-4.17179487 	 -4.74695811 	 -4.74695771
-4.19230769 	 -4.74817841 	 -4.74817803
-4.21282051 	 -4.74934351 	 -4.74934315
-4.23333333 	 -4.75045597 	 -4.75045562
-4.25384615 	 -4.75151808 	 -4.75151775
-4.27435897 	 -4.75253202 	 -4.75253170
-4.29487179 	 -4.75349991 	 -4.75349960
-4.31538462 	 -4.75442392 	 -4.75442362
-4.33589744 	 -4.75530588 	 -4.75530564
-4.35641026 	 -4.75614766 	 -4.75614744
-4.37692308 	 -4.75695113 	 -4.75695091
-4.39743590 	 -4.75771817 	 -4.75771775
-4.41794872 	 -4.75845030 	 -4.75844990
-4.43846154 	 -4.75914877 	 -4.75914839
-4.45897436 	 -4.75981566 	 -4.75981529
-4.47948718 	 -4.76045198 	 -4.76045164
-4.50000000 	 -4.76105926 	 -4.76105899
