f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.81036823 	 -4.81036791
-2.77142857 	 -4.87386822 	 -4.87386791
-2.84285714 	 -4.93109023 	 -4.93108983
-2.91428571 	 -4.98226876 	 -4.98226838
-2.98571429 	 -5.02773125 	 -5.02773089
-3.05714286 	 -5.06787190 	 -5.06787156
-3.12857143 	 -5.10312204 	 -5.10312173
-3.20000000 	 -5.13393122 	 -5.13393094
-3.27142857 	 -5.16074669 	 -5.16074643
-3.34285714 	 -5.18400141 	 -5.18400118
-3.41428571 	 -5.20410489 	 -5.20410449
-3.48571429 	 -5.22143668 	 -5.22143632
-3.55714286 	 -5.23634366 	 -5.23634334
-3.62857143 	 -5.24913979 	 -5.24913945
-3.70000000 	 -5.26010444 	 -5.26010414
-3.72051282 	 -5.26295044 	 -5.26295016
-3.74102564 	 -5.26567153 	 -5.26567125
-3.76153846 	 -5.26827307 	 -5.26827280
-3.78205128 	 -5.27075968 	 -5.27075943
-3.80256410 	 -5.27313643 	 -5.27313619
-3.82307692 	 -5.27540782 	 -5.27540758
-3.84358974 	 -5.27757882 	 -5.27757840
-3.86410256 	 -5.27965304 	 -5.27965264
-3.88461538 	 -5.28163470 	 -5.28163431
-3.90512821 	 -5.28352820 	 -5.28352782
-3.92564103 	 -5.28533734 	 -5.28533698
-3.94615385 	 -5.28706523 	 -5.28706489
-3.96666667 	 -5.28871577 	 -5.28871544
-3.98717949 	 -5.29029225 	 -5.29029193
-4.00769231 	 -5.29179789 	 -5.29179759
-4.02820513 	 -5.29323586 	 -5.29323561
-4.04871795 	 -5.29460927 	 -5.29460904
-4.06923077 	 -5.29592060 	 -5.29592037
-4.08974359 	 -5.29717291 	 -5.29717248
-4.11025641 	 -5.29836830 	 -5.29836789
-4.13076923 	 -5.29951010 	 -5.29950971
-4.15128205 	 -5.30060009 	 -5.30059971
-4.17179487 	 -5.30164045 	 -5.30164009
-4.19230769 	 -5.30263383 	 -5.30263348
-4.21282051 	 -5.30358210 	 -5.30358183
-4.23333333 	 -5.30448732 	 -5.30448706
-4.25384615 	 -5.30535134 	 -5.30535110
-4.27435897 	 -5.30617601 	 -5.30617577
-4.29487179 	 -5.30696340 	 -5.30696318
-4.31538462 	 -5.30771505 	 -5.30771462
-4.33589744 	 -5.30843207 	 -5.30843166
-4.35641026 	 -5.30911655 	 -5.30911617
-4.37692308 	 -5.30976974 	 -5.30976937
-4.39743590 	 -5.31039332 	 -5.31039304
-4.41794872 	 -5.31098818 	 -5.31098791
-4.43846154 	 -5.31155611 	 -5.31155586
-4.45897436 	 -5.27294235 	 -5.27294212
-4.47948718 	 -5.27405713 	 -5.27405671
-4.50000000 	 -5.27512090 	 -5.27512049
