f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -5.05879880 	 -5.05879840
-2.77142857 	 -5.12594779 	 -5.12594739
-2.84285714 	 -5.18678472 	 -5.18678434
-2.91428571 	 -5.24146191 	 -5.24146154
-2.98571429 	 -5.29024446 	 -5.29024411
-3.05714286 	 -5.33348351 	 -5.33348318
-3.12857143 	 -5.37158479 	 -5.37158448
-3.20000000 	 -5.40498559 	 -5.40498530
-3.27142857 	 -5.43413286 	 -5.43413261
-3.34285714 	 -5.45946756 	 -5.45946733
-3.41428571 	 -5.48141211 	 -5.48141170
-3.48571429 	 -5.50036334 	 -5.50036297
-3.55714286 	 -5.51668752 	 -5.51668720
-3.62857143 	 -5.53071704 	 -5.53071676
-3.70000000 	 -5.54275185 	 -5.54275154
-3.72051282 	 -5.54587779 	 -5.54587750
-3.74102564 	 -5.54886721 	 -5.54886693
-3.76153846 	 -5.55172549 	 -5.55172522
-3.78205128 	 -5.55445858 	 -5.55445832
-3.80256410 	 -5.55707137 	 -5.55707112
-3.82307692 	 -5.55956895 	 -5.55956871
-3.84358974 	 -5.56195635 	 -5.56195614
-3.86410256 	 -5.56423779 	 -5.56423737
-3.88461538 	 -5.56641840 	 -5.56641800
-3.90512821 	 -5.56850195 	 -5.56850157
-3.92564103 	 -5.57049294 	 -5.57049258
-3.94615385 	 -5.57239469 	 -5.57239433
-3.96666667 	 -5.57421190 	 -5.57421156
-3.98717949 	 -5.57594792 	 -5.57594759
-4.00769231 	 -5.57760594 	 -5.57760563
-4.02820513 	 -5.57918971 	 -5.57918942
-4.04871795 	 -5.58070218 	 -5.58070194
-4.06923077 	 -5.58214697 	 -5.58214674
-4.08974359 	 -5.58352650 	 -5.58352628
-4.11025641 	 -5.58484412 	 -5.58484369
-4.13076923 	 -5.58610220 	 -5.58610179
-4.15128205 	 -5.58730316 	 -5.58730277
-4.17179487 	 -5.58845011 	 -5.58844974
-4.19230769 	 -5.58954496 	 -5.58954461
-4.21282051 	 -5.59059047 	 -5.59059013
-4.23333333 	 -5.59158854 	 -5.59158827
-4.25384615 	 -5.59254119 	 -5.59254093
-4.27435897 	 -5.59345060 	 -5.59345036
-4.29487179 	 -5.59431883 	 -5.59431860
-4.31538462 	 -5.59514754 	 -5.59514732
-4.33589744 	 -5.59593873 	 -5.59593831
-4.35641026 	 -5.59669359 	 -5.59669319
-4.37692308 	 -5.59741408 	 -5.59741370
-4.39743590 	 -5.59810191 	 -5.59810154
-4.41794872 	 -5.59875809 	 -5.59875782
-4.43846154 	 -5.55359739 	 -5.55359715
-4.45897436 	 -5.55553887 	 -5.55553865
-4.47948718 	 -5.55739516 	 -5.55739494
-4.50000000 	 -5.55917045 	 -5.55917003
