f0           	 log10(rhophA) 	 log10(rhophB)
-2.70000000 	 -4.17915811 	 -4.17915775
-2.77142857 	 -4.23356300 	 -4.23356265
-2.84285714 	 -4.28201753 	 -4.28201720
-2.91428571 	 -4.32490083 	 -4.32490043
-2.98571429 	 -4.36263954 	 -4.36263917
-3.05714286 	 -4.39568539 	 -4.39568505
-3.12857143 	 -4.42449557 	 -4.42449526
-3.20000000 	 -4.44951650 	 -4.44951622
-3.27142857 	 -4.47117394 	 -4.47117369
-3.34285714 	 -4.48986622 	 -4.48986600
-3.41428571 	 -4.50595878 	 -4.50595839
-3.48571429 	 -4.51978389 	 -4.51978355
-3.55714286 	 -4.53163840 	 -4.53163810
-3.62857143 	 -4.54178706 	 -4.54178674
-3.70000000 	 -4.55046458 	 -4.55046430
-3.72051282 	 -4.55271389 	 -4.55271362
-3.74102564 	 -4.55486343 	 -4.55486317
-3.76153846 	 -4.55691751 	 -4.55691727
-3.78205128 	 -4.55887994 	 -4.55887970
-3.80256410 	 -4.56075495 	 -4.56075452
-3.82307692 	 -4.56254556 	 -4.56254515
-3.84358974 	 -4.56425645 	 -4.56425606
-3.86410256 	 -4.56589077 	 -4.56589040
-3.88461538 	 -4.56745162 	 -4.56745126
-3.90512821 	 -4.56894211 	 -4.56894176
-3.92564103 	 -4.57036572 	 -4.57036539
-3.94615385 	 -4.57172509 	 -4.57172478
-3.96666667 	 -4.57302312 	 -4.57302281
-3.98717949 	 -4.57426273 	 -4.57426248
-4.00769231 	 -4.57544607 	 -4.57544583
-4.02820513 	 -4.57657618 	 -4.57657596
-4.04871795 	 -4.57765515 	 -4.57765472
-4.06923077 	 -4.57868480 	 -4.57868439
-4.08974359 	 -4.57966821 	 -4.57966782
-4.11025641 	 -4.58060652 	 -4.58060614
-4.13076923 	 -4.58150282 	 -4.58150246
-4.15128205 	 -4.58235800 	 -4.58235765
-4.17179487 	 -4.58317413 	 -4.58317386
-4.19230769 	 -4.58395340 	 -4.58395314
-4.21282051 	 -4.58469704 	 -4.58469680
-4.23333333 	 -4.58540671 	 -4.58540648
-4.25384615 	 -4.58608409 	 -4.58608386
-4.27435897 	 -4.58673055 	 -4.58673012
-4.29487179 	 -4.58734789 	 -4.58734748
-4.31538462 	 -4.58793659 	 -4.58793620
-4.33589744 	 -4.58849855 	 -4.58849818
-4.35641026 	 -4.58903469 	 -4.58903441
-4.37692308 	 -4.58954639 	 -4.58954612
-4.39743590 	 -4.59003464 	 -4.59003439
-4.41794872 	 -4.54984505 	 -4.54984483
-4.43846154 	 -4.55168438 	 -4.55168395
-4.45897436 	 -4.55344251 	 -4.55344210
-4.47948718 	 -4.55512367 	 -4.55512328
-4.50000000 	 -4.55673067 	 -4.55673038
