Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01688887  	 7.05016165  	 7.05016876 
1.01691109  	 7.05414205  	 7.05414988 
1.01693331  	 7.05817558  	 7.05818340 
1.01695553  	 7.06228038  	 7.06228892 
1.01700000  	 7.07069220  	 7.07069442 
1.01750000  	 7.19399238  	 7.19399593 
1.01760000  	 7.23024838  	 7.23025194 
1.01760001  	 7.23025194  	 7.23025549 
1.01770000  	 7.27515861  	 7.27516216 
1.01770001  	 7.27516217  	 7.27516572 
1.01770334  	 7.27687356  	 7.27687357 
1.01771001  	 7.28034091  	 7.28034091 
1.01771068  	 7.28069168  	 7.28069168 
1.01771245  	 7.28162913  	 7.28162913 
1.01771423  	 7.28257167  	 7.28257168 
1.01771600  	 7.28351936  	 7.28351937 
1.01771667  	 7.28387877  	 7.28387878 
1.01772334  	 7.28749055  	 7.28749056 
1.01773001  	 7.29117989  	 7.29117990 
1.01773334  	 7.29305017  	 7.29305373 
1.01776666  	 7.31304306  	 7.31304661 
1.01779999  	 7.33581639  	 7.33581995 
