Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.44780640  	 6.44781248 
1.01222222  	 6.60280224  	 6.60280721 
1.01444444  	 6.76278921  	 6.76279368 
1.01666667  	 6.94877861  	 6.94878257 
1.01888889  	 7.22067776  	 7.22068384 
1.01894445  	 7.23019286  	 7.23019613 
1.01900794  	 7.24136355  	 7.24136858 
1.01907143  	 7.25287253  	 7.25287748 
1.01913492  	 7.26475338  	 7.26475826 
1.01919842  	 7.27703110  	 7.27703590 
1.01926191  	 7.28973647  	 7.28974119 
1.01932540  	 7.30290968  	 7.30291432 
1.01938889  	 7.31659427  	 7.31659883 
1.01944445  	 7.32902226  	 7.32902475 
1.02000000  	 7.48770581  	 7.48770795 
