Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46795552  	 6.46796160 
1.01222222  	 6.63786783  	 6.63787273 
1.01444444  	 6.82548900  	 6.82549336 
1.01666667  	 7.07979808  	 7.07980416 
1.01716050  	 7.16089952  	 7.16090247 
1.01765432  	 7.26420689  	 7.26420957 
1.01770370  	 7.27643136  	 7.27643744 
1.01776014  	 7.29097220  	 7.29097451 
1.01781658  	 7.30617829  	 7.30618056 
1.01787302  	 7.32212620  	 7.32212842 
1.01792945  	 7.33889842  	 7.33890059 
1.01798589  	 7.35659902  	 7.35660114 
1.01804233  	 7.37534927  	 7.37535133 
1.01809877  	 7.39527813  	 7.39528812 
1.01814815  	 7.41383542  	 7.41383778 
1.01864198  	 7.69381576  	 7.69382514 
