Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46524992  	 6.46525600 
1.01222222  	 6.62516842  	 6.62517333 
1.01444444  	 6.78598632  	 6.78599072 
1.01666667  	 6.95810821  	 6.95811209 
1.01888889  	 7.15611099  	 7.15611433 
1.01911111  	 7.17820288  	 7.17820896 
1.01936508  	 7.20412959  	 7.20413222 
1.01961905  	 7.23083264  	 7.23083518 
1.01987302  	 7.25837744  	 7.25837990 
1.02012698  	 7.28684151  	 7.28684388 
1.02038095  	 7.31629667  	 7.31629895 
1.02063492  	 7.34682375  	 7.34682593 
1.02088889  	 7.37849809  	 7.37850018 
1.02111111  	 7.40720916  	 7.40721186 
1.02333333  	 7.73875471  	 7.73876419 
