Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.46605856  	 6.46606464 
1.01222222  	 6.63035964  	 6.63036455 
1.01444444  	 6.80207967  	 6.80208405 
1.01666667  	 7.00158995  	 7.00159378 
1.01888889  	 7.27926935  	 7.27927254 
1.01900000  	 7.29754720  	 7.29755328 
1.01907500  	 7.31027264  	 7.31027872 
1.01916071  	 7.32522593  	 7.32522814 
1.01924643  	 7.34063669  	 7.34063885 
1.01933214  	 7.35653737  	 7.35653948 
1.01941786  	 7.37296883  	 7.37297089 
1.01950357  	 7.38995987  	 7.38996188 
1.01958929  	 7.40755831  	 7.40756807 
1.01967500  	 7.42579603  	 7.42580551 
1.01975000  	 7.44231542  	 7.44231766 
1.02050000  	 7.64094036  	 7.64094928 
