Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01355000  	 7.06770358  	 7.06770863 
1.01355750  	 7.08262865  	 7.08263220 
1.01355753  	 7.08268753  	 7.08269407 
1.01355758  	 7.08281189  	 7.08281781 
1.01355764  	 7.08293644  	 7.08294105 
1.01355770  	 7.08306191  	 7.08306521 
1.01355775  	 7.08318078  	 7.08319068 
1.01355778  	 7.08325012  	 7.08325284 
1.01355834  	 7.08450319  	 7.08450564 
1.01355891  	 7.08577341  	 7.08578304 
1.01355947  	 7.08707283  	 7.08707978 
1.01356003  	 7.08839575  	 7.08839997 
1.01356031  	 7.08907407  	 7.08907661 
1.01356594  	 7.10396511  	 7.10397511 
1.01356875  	 7.11280979  	 7.11281309 
1.01358750  	 7.27864758  	 7.27865114 
