Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01224668  	 6.96419861  	 6.96420306 
1.0122466813  	 6.9641840968  	 6.9641840973 
1.0122466815  	 6.9641849766  	 6.9641849766 
1.0122466821  	 6.9641876158  	 6.9641876159 
1.0122466828  	 6.9641906952  	 6.9641906952 
1.0122466834  	 6.9641933345  	 6.9641933346 
1.0122466836  	 6.9641942143  	 6.9641942150 
1.0122466846  	 6.9641986137  	 6.9641986142 
1.0122466855  	 6.9642025740  	 6.9642025745 
1.0122466865  	 6.9642069744  	 6.9642069747 
1.0122466874  	 6.9642109351  	 6.9642109354 
1.0122466884  	 6.9642153367  	 6.9642153369 
1.0122466907  	 6.9642254611  	 6.9642254614 
1.01224670  	 6.96428758  	 6.96429202 
1.0122467048  	 6.9642875766  	 6.9642875769 
1.0122467331  	 6.9644125008  	 6.9644125011 
1.0122468085  	 6.9647469935  	 6.9647469937 
1.0122468840  	 6.9650843749  	 6.9650843757 
1.0122469594  	 6.9654237941  	 6.9654237947 
1.01224707  	 6.96593767  	 6.96594212 
1.0122470725  	 6.9659376722  	 6.9659376724 
1.0122479775  	 6.9702737208  	 6.9702737217 
1.01224843  	 6.97261021  	 6.97261467 
