Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01198124  	 6.91614071  	 6.91614427 
1.01198125  	 6.91618251  	 6.91618420 
1.01198126  	 6.91619767  	 6.91620123 
1.01198127  	 6.91623678  	 6.91624034 
1.01198128  	 6.91626878  	 6.91627234 
1.01198129  	 6.91630078  	 6.91630434 
1.01198130  	 6.91632922  	 6.91633278 
1.01198200  	 6.91859411  	 6.91859766 
1.01198300  	 6.92202878  	 6.92203233 
1.0119847500  	 6.9287477707  	 6.9287477709 
1.0119856250  	 6.9325317816  	 6.9325317821 
1.0119857708  	 6.9331960111  	 6.9331960115 
1.0119858292  	 6.9334650105  	 6.9334650108 
1.0119858875  	 6.9337352655  	 6.9337352657 
1.0119859021  	 6.9338032159  	 6.9338032168 
1.0119859062  	 6.9338223187  	 6.9338223194 
1.0119859104  	 6.9338418950  	 6.9338418956 
1.0119859114  	 6.9338465577  	 6.9338465581 
1.0119859136  	 6.9338568173  	 6.9338568175 
1.0119859138  	 6.9338577496  	 6.9338577500 
1.0119859140  	 6.9338586825  	 6.9338586828 
1.0119859142  	 6.9338596151  	 6.9338596159 
1.0119859143  	 6.9338600817  	 6.9338600821 
1.0119859144  	 6.9338605484  	 6.9338605492 
1.0119859146  	 6.9338614810  	 6.9338614815 
1.0119859187  	 6.9338806092  	 6.9338806097 
1.0119859229  	 6.9339002132  	 6.9339002137 
1.0119859271  	 6.9339198261  	 6.9339198264 
1.0119859312  	 6.9339389808  	 6.9339389811 
1.0119859458  	 6.9340072611  	 6.9340072613 
1.0119860041  	 6.9342810234  	 6.9342810243 
1.0119860625  	 6.9345570539  	 6.9345570546 
1.0119862083  	 6.9352542262  	 6.9352542266 
1.0119867917  	 6.9381673836  	 6.9381673839 
1.0119873750  	 6.9413045326  	 6.9413045328 
1.0119882500  	 6.9465347944  	 6.9465347953 
1.01199000  	 6.95994265  	 6.95994488 
1.01200000  	 7.05415322  	 7.05415678 
