Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47084757  	 6.47085028 
1.01333333  	 6.64942123  	 6.64942393 
1.01666667  	 6.79303623  	 6.79303893 
1.02000000  	 6.91161244  	 6.91161515 
1.02033333  	 6.92236625  	 6.92237467 
1.02100000  	 6.94334557  	 6.94335309 
1.02166666  	 6.96365092  	 6.96365667 
1.02233333  	 6.98331639  	 6.98332043 
1.02300000  	 7.00237760  	 7.00237999 
1.02333333  	 7.01169195  	 7.01169465 
1.02666667  	 7.09768206  	 7.09768476 
1.03000000  	 7.17265252  	 7.17265522 
1.03333333  	 7.23880021  	 7.23880292 
1.03666667  	 7.29774919  	 7.29775189 
1.04000000  	 7.35072356  	 7.35072626 
