Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.02334694  	 7.07340362  	 7.07340718 
1.02367347  	 7.08351654  	 7.08352009 
1.02400000  	 7.09348560  	 7.09348916 
1.02402857  	 7.09430537  	 7.09430538 
1.02410476  	 7.09660911  	 7.09660912 
1.02418095  	 7.09890532  	 7.09890532 
1.02425714  	 7.10119402  	 7.10119846 
1.02428571  	 7.10204596  	 7.10205042 
1.02428572  	 7.10205042  	 7.10205488 
1.02429388  	 7.10229326  	 7.10229773 
1.02431021  	 7.10278322  	 7.10278769 
1.02432653  	 7.10327108  	 7.10327554 
1.02432816  	 7.10332085  	 7.10332086 
1.02433470  	 7.10351612  	 7.10351613 
1.02434123  	 7.10371135  	 7.10371135 
1.02434286  	 7.10376006  	 7.10376451 
1.02435919  	 7.10424356  	 7.10424804 
1.02436735  	 7.10448953  	 7.10449399 
1.02444898  	 7.10692153  	 7.10692599 
1.02453061  	 7.10939192  	 7.10939548 
1.02461224  	 7.11180614  	 7.11180970 
