Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01424500  	 7.12579232  	 7.12579588 
1.01425000  	 7.13310555  	 7.13310910 
1.01425167  	 7.13568121  	 7.13568566 
1.01425171  	 7.13575023  	 7.13575023 
1.01425180  	 7.13588791  	 7.13588792 
1.0142518090  	 7.1358988753  	 7.1358988754 
1.0142518270  	 7.1359270669  	 7.1359270670 
1.0142518450  	 7.1359552669  	 7.1359552670 
1.0142518630  	 7.1359834752  	 7.1359834753 
1.01425189  	 7.13602580  	 7.13602580 
1.01425198  	 7.13616389  	 7.13616390 
1.01425207  	 7.13630219  	 7.13630219 
1.01425211  	 7.13637771  	 7.13637771 
1.01425300  	 7.13778591  	 7.13778592 
1.01425389  	 7.13921567  	 7.13921567 
1.01425478  	 7.14066775  	 7.14066775 
1.01425567  	 7.14214298  	 7.14214298 
1.01425611  	 7.14288899  	 7.14289343 
1.01426056  	 7.15072642  	 7.15073086 
