Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01280823  	 6.92073971  	 6.92074577 
1.01284164  	 6.95087660  	 6.95088015 
1.01287505  	 6.99976193  	 6.99976549 
1.01288340  	 7.02007964  	 7.02008285 
1.01288445  	 7.02313995  	 7.02314557 
1.01288486  	 7.02441200  	 7.02441633 
1.01288528  	 7.02571235  	 7.02571614 
1.01288570  	 7.02704222  	 7.02704546 
1.01288612  	 7.02840282  	 7.02840551 
1.01288654  	 7.02979381  	 7.02979592 
1.01288758  	 7.03341586  	 7.03341852 
1.01289036  	 7.04441097  	 7.04441340 
1.01289315  	 7.05826266  	 7.05826491 
1.01289593  	 7.07776577  	 7.07776778 
1.01290011  	 7.17781634  	 7.17781920 
1.01290846  	 7.19019037  	 7.19019393 
