Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01444005  	 6.85548091  	 6.85548447 
1.01544090  	 7.00936437  	 7.00936793 
1.01544123  	 7.00943196  	 7.00943552 
1.01544126  	 7.00943696  	 7.00944052 
1.01544130  	 7.00952908  	 7.00953762 
1.01558594  	 7.04061701  	 7.04061986 
1.01558595  	 7.04062057  	 7.04062412 
1.01583616  	 7.10644812  	 7.10645168 
1.01608637  	 7.20313434  	 7.20313790 
1.01611139  	 7.21605793  	 7.21606149 
1.01611639  	 7.21880039  	 7.21880395 
1.01612640  	 7.22442228  	 7.22442583 
1.01613641  	 7.23023300  	 7.23023656 
1.01613741  	 7.23082752  	 7.23082752 
1.01614008  	 7.23241753  	 7.23241753 
1.01614275  	 7.23402279  	 7.23402279 
1.01614542  	 7.23564352  	 7.23564353 
1.01614642  	 7.23625075  	 7.23625928 
1.01615643  	 7.24249554  	 7.24250336 
1.01616143  	 7.24570690  	 7.24571472 
1.01621147  	 7.28196519  	 7.28197159 
1.01626152  	 7.33005956  	 7.33006278 
