Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.02048980  	 7.20533062  	 7.20533417 
1.02081633  	 7.23316122  	 7.23316477 
1.02114286  	 7.26161370  	 7.26161725 
1.02142857  	 7.28705225  	 7.28705580 
1.02142858  	 7.28709207  	 7.28709563 
1.02151021  	 7.29445918  	 7.29446274 
1.02159184  	 7.30186540  	 7.30186896 
1.02167347  	 7.30932140  	 7.30932496 
1.02175510  	 7.31682007  	 7.31682363 
1.02175511  	 7.31682007  	 7.31682363 
1.02179139  	 7.32016585  	 7.32016940 
1.02182767  	 7.32352229  	 7.32352585 
1.02186395  	 7.32685029  	 7.32685384 
1.02190023  	 7.33022451  	 7.33022806 
1.02193651  	 7.33360940  	 7.33361295 
1.02194014  	 7.33394860  	 7.33395215 
1.02194086  	 7.33401226  	 7.33401670 
1.02194280  	 7.33419733  	 7.33420177 
1.02194473  	 7.33437800  	 7.33437801 
1.02194666  	 7.33455426  	 7.33455870 
1.02194739  	 7.33462556  	 7.33462769 
1.02195465  	 7.33530427  	 7.33530640 
1.02196191  	 7.33598044  	 7.33598755 
1.02196916  	 7.33665894  	 7.33666606 
1.02197279  	 7.33704051  	 7.33704407 
1.02200907  	 7.34044318  	 7.34044674 
1.02204535  	 7.34385296  	 7.34385651 
1.02208163  	 7.34727696  	 7.34728051 
