Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01467422  	 7.15956839  	 7.15957284 
1.0146743980  	 7.1597881547  	 7.1597881547 
1.0146747540  	 7.1602216396  	 7.1602216396 
1.0146751100  	 7.1606568666  	 7.1606568667 
1.0146754660  	 7.1610938521  	 7.1610938521 
1.0146758220  	 7.1615326149  	 7.1615326150 
1.01467600  	 7.16175194  	 7.16175638 
1.01467601  	 7.16176132  	 7.16176133 
1.01467602  	 7.16177866  	 7.16177866 
1.01467603  	 7.16179599  	 7.16179599 
1.01467605  	 7.16181332  	 7.16181332 
1.01467606  	 7.16183065  	 7.16183066 
1.01467607  	 7.16183561  	 7.16183561 
1.01467620  	 7.16200169  	 7.16200169 
1.01467634  	 7.16216803  	 7.16216804 
1.01467647  	 7.16233462  	 7.16233463 
1.01467660  	 7.16250148  	 7.16250148 
1.01467667  	 7.16258444  	 7.16258800 
1.01468333  	 7.17123157  	 7.17123513 
1.01469000  	 7.18067030  	 7.18067386 
1.01469667  	 7.19107434  	 7.19107790 
