Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01559125  	 7.19067107  	 7.19067463 
1.01559875  	 7.19576749  	 7.19577105 
1.01560625  	 7.20104526  	 7.20104882 
1.01561375  	 7.20652015  	 7.20652371 
1.01561450  	 7.20708126  	 7.20708127 
1.01561510  	 7.20752996  	 7.20752996 
1.01561750  	 7.20933879  	 7.20933881 
1.01561774  	 7.20952093  	 7.20952094 
1.01561838  	 7.21000775  	 7.21000776 
1.01561902  	 7.21049623  	 7.21049623 
1.01561966  	 7.21098636  	 7.21098636 
1.01561990  	 7.21117015  	 7.21117371 
1.01562050  	 7.21162952  	 7.21163307 
1.01562125  	 7.21220813  	 7.21221168 
1.01562500  	 7.21514214  	 7.21514569 
