Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01232053  	 6.86099335  	 6.86099941 
1.01235845  	 6.89067513  	 6.89067868 
1.01239636  	 6.94057024  	 6.94057380 
1.01240584  	 6.96281280  	 6.96281589 
1.01240702  	 6.96632962  	 6.96633622 
1.01240750  	 6.96779831  	 6.96780343 
1.01240797  	 6.96930548  	 6.96930998 
1.01240845  	 6.97086284  	 6.97086670 
1.01240892  	 6.97246397  	 6.97246718 
1.01240939  	 6.97411648  	 6.97411901 
1.01241058  	 6.97848345  	 6.97848605 
1.01241374  	 6.99248974  	 6.99249208 
1.01241689  	 7.01290423  	 7.01290633 
1.01242005  	 7.10138985  	 7.10139862 
1.01242479  	 7.11706429  	 7.11706700 
1.01243427  	 7.12366357  	 7.12366713 
