Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01979673  	 7.18333951  	 7.18334306 
1.02036816  	 7.23803332  	 7.23803687 
1.02065388  	 7.26663691  	 7.26664047 
1.02093959  	 7.29617605  	 7.29617961 
1.02122531  	 7.32672501  	 7.32672857 
1.02125388  	 7.32983846  	 7.32984202 
1.02125959  	 7.33045813  	 7.33046257 
1.02126111  	 7.33062862  	 7.33062862 
1.02126721  	 7.33129491  	 7.33129492 
1.02127331  	 7.33196171  	 7.33196171 
1.02127483  	 7.33212419  	 7.33212863 
1.02129007  	 7.33379785  	 7.33380229 
1.02130531  	 7.33547020  	 7.33547464 
1.02131102  	 7.33609556  	 7.33609912 
1.02136816  	 7.34239925  	 7.34240280 
1.02142531  	 7.34875075  	 7.34875431 
1.02148245  	 7.35514680  	 7.35515036 
1.02151102  	 7.35840396  	 7.35840823 
