Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01360000  	 6.98514358  	 6.98514863 
1.01365000  	 7.02334802  	 7.02335158 
1.01370000  	 7.08672580  	 7.08672935 
1.01370312  	 7.09274420  	 7.09274651 
1.01370328  	 7.09304495  	 7.09305163 
1.01370359  	 7.09367417  	 7.09368022 
1.01370390  	 7.09430739  	 7.09431212 
1.01370421  	 7.09494517  	 7.09494856 
1.01370452  	 7.09559084  	 7.09559289 
1.01370468  	 7.09591880  	 7.09592453 
1.01370572  	 7.09811563  	 7.09812002 
1.01370677  	 7.10037721  	 7.10038068 
1.01370781  	 7.10270994  	 7.10271246 
1.01370937  	 7.10635374  	 7.10636277 
1.01371250  	 7.11419254  	 7.11419625 
1.01375000  	 7.30696047  	 7.30696402 
