Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01216888  	 6.82591798  	 6.82592404 
1.01222196  	 6.85744509  	 6.85744865 
1.01227504  	 6.91015265  	 6.91015620 
1.01228831  	 6.93361288  	 6.93361622 
1.01229495  	 6.95012106  	 6.95012390 
1.01229605  	 6.95344008  	 6.95344628 
1.01229650  	 6.95482429  	 6.95482910 
1.01229694  	 6.95624760  	 6.95625182 
1.01229705  	 6.95624760  	 6.95625067 
1.01229727  	 6.95633985  	 6.95634292 
1.01229730  	 6.95643203  	 6.95643491 
1.01229732  	 6.95649113  	 6.95649382 
1.01229733  	 6.95655006  	 6.95655262 
1.01229735  	 6.95661101  	 6.95661345 
1.01229736  	 6.95664757  	 6.95664982 
1.01229737  	 6.95668510  	 6.95668726 
1.01229738  	 6.95669372  	 6.95669587 
1.01229749  	 6.95706495  	 6.95707025 
1.01229755  	 6.95724230  	 6.95725001 
1.01229758  	 6.95736502  	 6.95737087 
1.01229759  	 6.95740774  	 6.95741304 
1.01229760  	 6.95743614  	 6.95743990 
1.01229761  	 6.95746283  	 6.95746579 
1.01229762  	 6.95749248  	 6.95749703 
1.01229766  	 6.95761448  	 6.95761769 
1.01229771  	 6.95779747  	 6.95780199 
1.01229782  	 6.95921276  	 6.95921577 
1.01229827  	 6.96076409  	 6.96076646 
1.01229937  	 6.96485503  	 6.96485759 
1.01230379  	 6.98615807  	 6.98616038 
1.01230822  	 7.03923849  	 7.03924825 
1.01231485  	 7.10202755  	 7.10203050 
1.01232812  	 7.10880509  	 7.10880865 
