Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01385451  	 7.10524620  	 7.10524976 
1.01385504  	 7.10624600  	 7.10624955 
1.01385530  	 7.10674008  	 7.10674364 
1.01385589  	 7.10787048  	 7.10787493 
1.01385605  	 7.10818069  	 7.10818069 
1.01385636  	 7.10879643  	 7.10879644 
1.01385639  	 7.10885121  	 7.10885121 
1.01385646  	 7.10897656  	 7.10897657 
1.01385652  	 7.10910210  	 7.10910211 
1.01385658  	 7.10922784  	 7.10922784 
1.01385665  	 7.10935376  	 7.10935377 
1.01385668  	 7.10941680  	 7.10941680 
1.01385700  	 7.11004188  	 7.11004189 
1.01385731  	 7.11067176  	 7.11067177 
1.01385747  	 7.11098467  	 7.11098912 
1.01385905  	 7.11422211  	 7.11422656 
1.01386063  	 7.11759472  	 7.11759917 
