Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01511500  	 7.17186713  	 7.17187068 
1.01512500  	 7.18083489  	 7.18083845 
1.01512600  	 7.18177084  	 7.18177084 
1.01512867  	 7.18429235  	 7.18429679 
1.01512894  	 7.18454984  	 7.18455428 
1.01513000  	 7.18557239  	 7.18557240 
1.01513011  	 7.18567472  	 7.18567472 
1.01513039  	 7.18594804  	 7.18594805 
1.01513067  	 7.18622188  	 7.18622188 
1.01513070  	 7.18624778  	 7.18624779 
1.01513075  	 7.18630212  	 7.18630213 
1.0151307680  	 7.1863157192  	 7.1863157193 
1.0151307800  	 7.1863273664  	 7.1863273664 
1.0151307920  	 7.1863390173  	 7.1863390174 
1.0151308040  	 7.1863506714  	 7.1863506714 
1.01513081  	 7.18635650  	 7.18635650 
1.01513087  	 7.18641089  	 7.18641089 
1.01513092  	 7.18646531  	 7.18646531 
1.01513095  	 7.18649641  	 7.18649642 
1.01513106  	 7.18659896  	 7.18660340 
1.01513133  	 7.18686128  	 7.18686572 
1.01513400  	 7.18949364  	 7.18949364 
1.01513500  	 7.19049309  	 7.19050020 
