Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01262384  	 6.95988952  	 6.95989558 
1.01263142  	 6.97476596  	 6.97476952 
1.01263900  	 6.99432152  	 6.99432507 
1.01263948  	 6.99579268  	 6.99579525 
1.01263979  	 6.99678847  	 6.99679823 
1.01263987  	 6.99704391  	 6.99704606 
1.01263990  	 6.99714044  	 6.99714848 
1.01263993  	 6.99724586  	 6.99725288 
1.01263997  	 6.99735239  	 6.99735830 
1.01264000  	 6.99745312  	 6.99745792 
1.01264003  	 6.99755774  	 6.99756148 
1.01264011  	 6.99780808  	 6.99781574 
1.01264043  	 6.99885130  	 6.99885682 
1.01264090  	 7.00042992  	 7.00043246 
1.01264468  	 7.01519120  	 7.01519323 
1.01264658  	 7.02455796  	 7.02456152 
1.01265417  	 7.14464685  	 7.14465040 
