Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01165388  	 6.79019385  	 6.79019992 
1.01168662  	 6.81324807  	 6.81325163 
1.01171935  	 6.84866496  	 6.84866851 
1.01172753  	 6.86229215  	 6.86229489 
1.01173162  	 6.87071557  	 6.87071987 
1.01173435  	 6.87725790  	 6.87726149 
1.01173504  	 6.87903814  	 6.87904134 
1.01173531  	 6.87977628  	 6.87977873 
1.01173538  	 6.87995722  	 6.87996509 
1.01173540  	 6.88001088  	 6.88001685 
1.01173542  	 6.88006486  	 6.88007025 
1.01173544  	 6.88011798  	 6.88012281 
1.01173545  	 6.88016922  	 6.88017349 
1.0117354550  	 6.8801738468  	 6.8801738478 
1.0117354575  	 6.8801806823  	 6.8801806827 
1.0117354592  	 6.8801853311  	 6.8801853314 
1.0117354608  	 6.8801897069  	 6.8801897072 
1.0117354612  	 6.8801908008  	 6.8801908012 
1.0117354614  	 6.8801913479  	 6.8801913482 
1.0117354616  	 6.8801918950  	 6.8801918953 
1.0117354617  	 6.8801921686  	 6.8801921688 
1.0117354619  	 6.8801927155  	 6.8801927164 
1.0117354621  	 6.8801932622  	 6.8801932629 
1.0117354622  	 6.8801935361  	 6.8801935363 
1.0117354623  	 6.8801938096  	 6.8801938098 
1.0117354624  	 6.8801940831  	 6.8801940833 
1.0117354625  	 6.8801943562  	 6.8801943572 
1.0117354650  	 6.8802011952  	 6.8802011960 
1.01173547  	 6.88022518  	 6.88022892 
1.01173549  	 6.88027545  	 6.88027859 
1.01173551  	 6.88033032  	 6.88033293 
1.01173558  	 6.88052366  	 6.88052581 
1.01173586  	 6.88128179  	 6.88129092 
1.01173613  	 6.88205821  	 6.88206574 
1.01173640  	 6.88284337  	 6.88284927 
1.01173709  	 6.88486235  	 6.88486539 
1.01173982  	 6.89403092  	 6.89403332 
1.01174391  	 6.91337904  	 6.91338156 
1.01175209  	 7.01139918  	 7.01140274 
