Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01813764  	 7.09711768  	 7.09712124 
1.01870907  	 7.16074761  	 7.16075117 
1.01899478  	 7.19520784  	 7.19521140 
1.01928050  	 7.23184551  	 7.23184907 
1.01947368  	 7.25804799  	 7.25805155 
1.01954008  	 7.26735334  	 7.26735690 
1.01967287  	 7.28646098  	 7.28646454 
1.01980566  	 7.30627840  	 7.30628195 
1.01981894  	 7.30830337  	 7.30830337 
1.01985435  	 7.31373768  	 7.31373768 
1.01988976  	 7.31922906  	 7.31922907 
1.01992517  	 7.32477893  	 7.32477894 
1.01993845  	 7.32687291  	 7.32687576 
1.02007124  	 7.34831885  	 7.34832241 
1.02013764  	 7.35938689  	 7.35938974 
