Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01289176  	 6.94456185  	 6.94456792 
1.01291681  	 6.97181163  	 6.97181518 
1.01294187  	 7.01428630  	 7.01428985 
1.01294344  	 7.01803222  	 7.01803917 
1.01294448  	 7.02065939  	 7.02066476 
1.01294553  	 7.02339412  	 7.02339839 
1.01294657  	 7.02625670  	 7.02625981 
1.01294696  	 7.02735471  	 7.02736426 
1.01294712  	 7.02780336  	 7.02781060 
1.01294728  	 7.02825637  	 7.02826266 
1.01294743  	 7.02871011  	 7.02871545 
1.01294759  	 7.02917031  	 7.02917469 
1.01294775  	 7.02963462  	 7.02963803 
1.01294814  	 7.03079197  	 7.03079499 
1.01296067  	 7.09484165  	 7.09484440 
1.01296693  	 7.19377786  	 7.19378141 
