Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.45428379  	 6.45428734 
1.01222222  	 6.61888823  	 6.61889179 
1.01444444  	 6.79278947  	 6.79279303 
1.01666667  	 7.00602979  	 7.00603334 
1.01688889  	 7.03213929  	 7.03214181 
1.01714286  	 7.06368026  	 7.06368278 
1.01739683  	 7.09749307  	 7.09749559 
1.01765080  	 7.13410470  	 7.13410722 
1.01790476  	 7.17425142  	 7.17425394 
1.01815873  	 7.21897712  	 7.21897964 
1.01841270  	 7.26987284  	 7.26987536 
1.01843810  	 7.27538105  	 7.27539078 
1.01846712  	 7.28179431  	 7.28180404 
1.01849615  	 7.28832436  	 7.28833409 
1.01852517  	 7.29499065  	 7.29500038 
1.01852807  	 7.29566278  	 7.29566564 
1.01852865  	 7.29571133  	 7.29571489 
1.01853098  	 7.29625497  	 7.29625853 
1.01853330  	 7.29679592  	 7.29679948 
1.01853336  	 7.29680967  	 7.29681323 
1.01853341  	 7.29682084  	 7.29682085 
1.01853353  	 7.29684943  	 7.29684944 
1.01853365  	 7.29687800  	 7.29687801 
1.01853377  	 7.29690659  	 7.29690659 
1.01853382  	 7.29690967  	 7.29691963 
1.01853388  	 7.29692431  	 7.29693284 
1.01853968  	 7.29828399  	 7.29829181 
1.01854549  	 7.29964302  	 7.29964942 
1.01855130  	 7.30109998  	 7.30110430 
1.01855420  	 7.30178346  	 7.30179319 
1.01858322  	 7.30871251  	 7.30872224 
1.01861225  	 7.31578754  	 7.31579727 
1.01866667  	 7.32948020  	 7.32948273 
1.01888889  	 7.39218645  	 7.39218916 
