Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01266594  	 6.94080876  	 6.94081482 
1.01268153  	 6.96292076  	 6.96292432 
1.01269712  	 6.99581320  	 6.99581676 
1.01269809  	 6.99857664  	 6.99858166 
1.01269875  	 7.00049550  	 7.00049936 
1.01269940  	 7.00247991  	 7.00248296 
1.01269956  	 7.00300296  	 7.00300729 
1.01269963  	 7.00320592  	 7.00320914 
1.01269969  	 7.00340991  	 7.00341270 
1.01269976  	 7.00361565  	 7.00361802 
1.01269982  	 7.00381848  	 7.00382814 
1.01269989  	 7.00402914  	 7.00403666 
1.01270005  	 7.00453322  	 7.00453543 
1.01270102  	 7.00774622  	 7.00775495 
1.01270881  	 7.04481566  	 7.04482339 
1.01271271  	 7.09955009  	 7.09955364 
1.01272830  	 7.16694920  	 7.16695276 
