Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01555433  	 6.93773981  	 6.93774337 
1.01614286  	 7.01767055  	 7.01767410 
1.01628571  	 7.03996120  	 7.03996475 
1.01641147  	 7.06086478  	 7.06086833 
1.01685714  	 7.14872227  	 7.14872469 
1.01685715  	 7.14872227  	 7.14872583 
1.01700428  	 7.18473649  	 7.18474005 
1.01715141  	 7.22644671  	 7.22645027 
1.01716612  	 7.23090510  	 7.23090865 
1.01719555  	 7.24031810  	 7.24032166 
1.01722497  	 7.25009898  	 7.25010254 
1.01725440  	 7.26030230  	 7.26030585 
1.01725734  	 7.26134897  	 7.26134898 
1.01726519  	 7.26415741  	 7.26415742 
1.01727304  	 7.26699966  	 7.26699967 
1.01728089  	 7.26987667  	 7.26987667 
1.01728383  	 7.27096367  	 7.27096865 
1.01729854  	 7.27648019  	 7.27648516 
1.01744567  	 7.34058707  	 7.34059276 
