r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
9.999988e+05 	1.470343e+09 	1.388204e+05 	2.444315e+22 	2.371604e-01 	3.019428e+08 	1.273062e+09 	7.279475e+38 	4.252964e+38 	7.367739e+09 	3.333333e-01 	
1.000005e+06 	1.466474e+09 	1.373101e+05 	2.414894e+22 	2.397652e-01 	3.015453e+08 	1.257574e+09 	7.279434e+38 	4.252960e+38 	7.299767e+09 	3.333333e-01 	
1.000012e+06 	1.462616e+09 	1.358162e+05 	2.385836e+22 	2.423986e-01 	3.011484e+08 	1.242274e+09 	7.279392e+38 	4.252956e+38 	7.232413e+09 	3.333333e-01 	
1.000019e+06 	1.458769e+09 	1.343386e+05 	2.357138e+22 	2.450610e-01 	3.007521e+08 	1.227162e+09 	7.279351e+38 	4.252952e+38 	7.165670e+09 	3.333333e-01 	
1.000025e+06 	1.454933e+09 	1.328770e+05 	2.328792e+22 	2.477526e-01 	3.003564e+08 	1.212233e+09 	7.279310e+38 	4.252948e+38 	7.099534e+09 	3.333333e-01 	
1.000032e+06 	1.451108e+09 	1.314314e+05 	2.300796e+22 	2.504737e-01 	2.999614e+08 	1.197486e+09 	7.279269e+38 	4.252944e+38 	7.033998e+09 	3.333333e-01 	
1.000039e+06 	1.447294e+09 	1.300015e+05 	2.273145e+22 	2.532248e-01 	2.995669e+08 	1.182919e+09 	7.279228e+38 	4.252940e+38 	6.969058e+09 	3.333333e-01 	
1.000045e+06 	1.443490e+09 	1.285871e+05 	2.245835e+22 	2.560061e-01 	2.991730e+08 	1.168529e+09 	7.279186e+38 	4.252936e+38 	6.904708e+09 	3.333333e-01 	
1.000052e+06 	1.439698e+09 	1.271882e+05 	2.218861e+22 	2.588179e-01 	2.987797e+08 	1.154315e+09 	7.279145e+38 	4.252932e+38 	6.840943e+09 	3.333333e-01 	
1.000058e+06 	1.435916e+09 	1.258044e+05 	2.192219e+22 	2.616607e-01 	2.983870e+08 	1.140274e+09 	7.279104e+38 	4.252928e+38 	6.777757e+09 	3.333333e-01 	
