f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.37532984 	 -4.37532940
-3.72051282 	 -4.37845407 	 -4.37845366
-3.74102564 	 -4.38144185 	 -4.38144145
-3.76153846 	 -4.38429829 	 -4.38429791
-3.78205128 	 -4.38702940 	 -4.38702903
-3.80256410 	 -4.38964015 	 -4.38963979
-3.82307692 	 -4.39213542 	 -4.39213508
-3.84358974 	 -4.39452041 	 -4.39452008
-3.86410256 	 -4.39679931 	 -4.39679900
-3.88461538 	 -4.39897743 	 -4.39897713
-3.90512821 	 -4.40105839 	 -4.40105810
-3.92564103 	 -4.40304670 	 -4.40304636
-3.94615385 	 -4.40494624 	 -4.40494591
-3.96666667 	 -4.40676084 	 -4.40676053
-3.98717949 	 -4.40849430 	 -4.40849400
-4.00769231 	 -4.41015005 	 -4.41014977
-4.02820513 	 -4.41173128 	 -4.41173101
-4.04871795 	 -4.41324158 	 -4.41324131
-4.06923077 	 -4.41468390 	 -4.41468364
-4.08974359 	 -4.41606123 	 -4.41606099
-4.11025641 	 -4.41737645 	 -4.41737622
-4.13076923 	 -4.41863241 	 -4.41863199
-4.15128205 	 -4.41983143 	 -4.41983103
-4.17179487 	 -4.42097630 	 -4.42097591
-4.19230769 	 -4.42206919 	 -4.42206882
-4.21282051 	 -4.42311269 	 -4.42311234
-4.23333333 	 -4.42410874 	 -4.42410840
-4.25384615 	 -4.42505949 	 -4.42505917
-4.27435897 	 -4.42596735 	 -4.42596705
-4.29487179 	 -4.42683382 	 -4.42683352
-4.31538462 	 -4.42766077 	 -4.42766053
-4.33589744 	 -4.42845012 	 -4.42844989
-4.35641026 	 -4.42920342 	 -4.42920320
-4.37692308 	 -4.42992290 	 -4.42992248
-4.39743590 	 -4.43060889 	 -4.43060849
-4.41794872 	 -4.43126378 	 -4.43126339
-4.43846154 	 -4.43188888 	 -4.43188851
-4.45897436 	 -4.43248563 	 -4.43248528
-4.47948718 	 -4.43305498 	 -4.43305464
-4.50000000 	 -4.43359816 	 -4.43359790
