f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.50179492 	 -4.50179470
-3.72051282 	 -4.50505262 	 -4.50505220
-3.74102564 	 -4.50816769 	 -4.50816728
-3.76153846 	 -4.51114646 	 -4.51114607
-3.78205128 	 -4.51399445 	 -4.51399408
-3.80256410 	 -4.51671770 	 -4.51671734
-3.82307692 	 -4.51932055 	 -4.51932021
-3.84358974 	 -4.52180844 	 -4.52180811
-3.86410256 	 -4.52418638 	 -4.52418607
-3.88461538 	 -4.52645885 	 -4.52645855
-3.90512821 	 -4.52863051 	 -4.52863022
-3.92564103 	 -4.53070534 	 -4.53070506
-3.94615385 	 -4.53268763 	 -4.53268730
-3.96666667 	 -4.53458156 	 -4.53458124
-3.98717949 	 -4.53639078 	 -4.53639048
-4.00769231 	 -4.53811910 	 -4.53811881
-4.02820513 	 -4.53976975 	 -4.53976947
-4.04871795 	 -4.54134633 	 -4.54134606
-4.06923077 	 -4.54285231 	 -4.54285206
-4.08974359 	 -4.54429013 	 -4.54428988
-4.11025641 	 -4.54566333 	 -4.54566309
-4.13076923 	 -4.54697482 	 -4.54697439
-4.15128205 	 -4.54822703 	 -4.54822662
-4.17179487 	 -4.54942232 	 -4.54942192
-4.19230769 	 -4.55056385 	 -4.55056347
-4.21282051 	 -4.55165357 	 -4.55165322
-4.23333333 	 -4.55269359 	 -4.55269324
-4.25384615 	 -4.55368680 	 -4.55368648
-4.27435897 	 -4.55463500 	 -4.55463468
-4.29487179 	 -4.55553999 	 -4.55553969
-4.31538462 	 -4.55640374 	 -4.55640350
-4.33589744 	 -4.55722835 	 -4.55722812
-4.35641026 	 -4.55801518 	 -4.55801495
-4.37692308 	 -4.55876650 	 -4.55876608
-4.39743590 	 -4.55948329 	 -4.55948288
-4.41794872 	 -4.56016785 	 -4.56016746
-4.43846154 	 -4.56082087 	 -4.56082050
-4.45897436 	 -4.56144393 	 -4.56144357
-4.47948718 	 -4.56203875 	 -4.56203841
-4.50000000 	 -4.56260619 	 -4.56260592
