f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -5.18444660 	 -5.18444637
-3.72051282 	 -5.18852882 	 -5.18852860
-3.74102564 	 -5.19243558 	 -5.19243516
-3.76153846 	 -5.19617417 	 -5.19617376
-3.78205128 	 -5.19975110 	 -5.19975071
-3.80256410 	 -5.20317273 	 -5.20317235
-3.82307692 	 -5.20644541 	 -5.20644505
-3.84358974 	 -5.20957564 	 -5.20957529
-3.86410256 	 -5.21256863 	 -5.21256830
-3.88461538 	 -5.21543061 	 -5.21543029
-3.90512821 	 -5.21816677 	 -5.21816646
-3.92564103 	 -5.22078240 	 -5.22078210
-3.94615385 	 -5.22328264 	 -5.22328236
-3.96666667 	 -5.22567259 	 -5.22567225
-3.98717949 	 -5.22795618 	 -5.22795585
-4.00769231 	 -5.23013852 	 -5.23013821
-4.02820513 	 -5.23222396 	 -5.23222366
-4.04871795 	 -5.23421617 	 -5.23421588
-4.06923077 	 -5.23611971 	 -5.23611943
-4.08974359 	 -5.23793832 	 -5.23793805
-4.11025641 	 -5.23967541 	 -5.23967515
-4.13076923 	 -5.24133440 	 -5.24133416
-4.15128205 	 -5.24291927 	 -5.24291904
-4.17179487 	 -5.24443290 	 -5.24443248
-4.19230769 	 -5.24587837 	 -5.24587797
-4.21282051 	 -5.24725869 	 -5.24725831
-4.23333333 	 -5.24857689 	 -5.24857652
-4.25384615 	 -5.24983521 	 -5.24983486
-4.27435897 	 -5.25103709 	 -5.25103675
-4.29487179 	 -5.25218432 	 -5.25218400
-4.31538462 	 -5.25327969 	 -5.25327938
-4.33589744 	 -5.25432559 	 -5.25432529
-4.35641026 	 -5.25532384 	 -5.25532360
-4.37692308 	 -5.25627692 	 -5.25627669
-4.39743590 	 -5.25718683 	 -5.25718661
-4.41794872 	 -5.25805511 	 -5.25805469
-4.43846154 	 -5.25888433 	 -5.25888393
-4.45897436 	 -5.25967532 	 -5.25967493
-4.47948718 	 -5.26043051 	 -5.26043015
-4.50000000 	 -5.26115124 	 -5.26115089
