f0           	 log10(rhophA) 	 log10(rhophB)
-0.20000000 	 -0.48455408 	 -0.48455372
-0.21025641 	 -0.49900765 	 -0.49900729
-0.22051282 	 -0.51321922 	 -0.51321885
-0.23076923 	 -0.52721153 	 -0.52721116
-0.24102564 	 -0.54100434 	 -0.54100398
-0.25128205 	 -0.55461531 	 -0.55461495
-0.26153846 	 -0.56806001 	 -0.56805965
-0.27179487 	 -0.58135151 	 -0.58135114
-0.28205128 	 -0.59450175 	 -0.59450139
-0.29230769 	 -0.60752213 	 -0.60752176
-0.30256410 	 -0.62042183 	 -0.62042146
-0.31282051 	 -0.63320981 	 -0.63320944
-0.32307692 	 -0.64589383 	 -0.64589346
-0.33333333 	 -0.65848128 	 -0.65848091
-0.34358974 	 -0.67097782 	 -0.67097745
-0.35384615 	 -0.68339036 	 -0.68339000
-0.36410256 	 -0.69572387 	 -0.69572350
-0.37435897 	 -0.70798321 	 -0.70798284
-0.38461538 	 -0.72017322 	 -0.72017286
-0.39487179 	 -0.73229840 	 -0.73229804
-0.40512821 	 -0.74436183 	 -0.74436146
-0.41538462 	 -0.75636810 	 -0.75636773
-0.42564103 	 -0.76831975 	 -0.76831938
-0.43589744 	 -0.78022053 	 -0.78022016
-0.44615385 	 -0.79207290 	 -0.79207253
-0.45641026 	 -0.80387983 	 -0.80387947
-0.46666667 	 -0.81564415 	 -0.81564378
-0.47692308 	 -0.82736777 	 -0.82736740
-0.48717949 	 -0.83905355 	 -0.83905319
-0.49743590 	 -0.85070278 	 -0.85070242
-0.50769231 	 -0.86231843 	 -0.86231807
-0.51794872 	 -0.87390191 	 -0.87390154
-0.52820513 	 -0.88545487 	 -0.88545451
-0.53846154 	 -0.89697926 	 -0.89697889
-0.54871795 	 -0.90847691 	 -0.90847655
-0.55897436 	 -0.91994887 	 -0.91994850
-0.56923077 	 -0.93139681 	 -0.93139644
-0.57948718 	 -0.94282235 	 -0.94282198
-0.58974359 	 -0.95422668 	 -0.95422631
-0.60000000 	 -0.96561092 	 -0.96561055
