f0           	 log10(rhophA) 	 log10(rhophB)
-0.10000000 	 -0.32186472 	 -0.32186436
-0.10408163 	 -0.32970235 	 -0.32970199
-0.10816327 	 -0.33737824 	 -0.33737788
-0.11224490 	 -0.34490548 	 -0.34490512
-0.11632653 	 -0.35229446 	 -0.35229410
-0.12040816 	 -0.35955445 	 -0.35955409
-0.12448980 	 -0.36669449 	 -0.36669413
-0.12857143 	 -0.37372272 	 -0.37372236
-0.13265306 	 -0.38064590 	 -0.38064554
-0.13673469 	 -0.38747045 	 -0.38747009
-0.14081633 	 -0.39420227 	 -0.39420191
-0.14489796 	 -0.40084669 	 -0.40084633
-0.14897959 	 -0.40740901 	 -0.40740865
-0.15306122 	 -0.41389374 	 -0.41389338
-0.15714286 	 -0.42030434 	 -0.42030397
-0.16122449 	 -0.42664569 	 -0.42664533
-0.16530612 	 -0.43292065 	 -0.43292029
-0.16938776 	 -0.43913252 	 -0.43913216
-0.17346939 	 -0.44528469 	 -0.44528433
-0.17755102 	 -0.45138000 	 -0.45137964
-0.18163265 	 -0.45742075 	 -0.45742039
-0.18571429 	 -0.46340978 	 -0.46340942
-0.18979592 	 -0.46934938 	 -0.46934902
-0.19387755 	 -0.47524171 	 -0.47524134
-0.19795918 	 -0.48108880 	 -0.48108843
-0.20204082 	 -0.48689220 	 -0.48689184
-0.20612245 	 -0.49265404 	 -0.49265367
-0.21020408 	 -0.49837600 	 -0.49837564
-0.21428571 	 -0.50405968 	 -0.50405932
-0.21836735 	 -0.50970658 	 -0.50970622
-0.22244898 	 -0.51531808 	 -0.51531772
-0.22653061 	 -0.52089554 	 -0.52089518
-0.23061224 	 -0.52644020 	 -0.52643984
-0.23469388 	 -0.53195329 	 -0.53195293
-0.23877551 	 -0.53743590 	 -0.53743554
-0.24285714 	 -0.54288913 	 -0.54288877
-0.24693878 	 -0.54831437 	 -0.54831401
-0.25102041 	 -0.55371184 	 -0.55371148
-0.25510204 	 -0.55908285 	 -0.55908249
-0.25918367 	 -0.56442863 	 -0.56442826
-0.26326531 	 -0.56974967 	 -0.56974931
-0.26734694 	 -0.57504675 	 -0.57504638
-0.27142857 	 -0.58032064 	 -0.58032027
-0.27551020 	 -0.58557243 	 -0.58557207
-0.27959184 	 -0.59080211 	 -0.59080175
-0.28367347 	 -0.59601105 	 -0.59601068
-0.28775510 	 -0.60119989 	 -0.60119952
-0.29183673 	 -0.60636851 	 -0.60636815
-0.29591837 	 -0.61151825 	 -0.61151789
-0.30000000 	 -0.61664927 	 -0.61664891
