f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.82882742 	 -4.82882720
-3.72051282 	 -4.83245677 	 -4.83245634
-3.74102564 	 -4.83592841 	 -4.83592799
-3.76153846 	 -4.83924937 	 -4.83924898
-3.78205128 	 -4.84242559 	 -4.84242521
-3.80256410 	 -4.84546306 	 -4.84546269
-3.82307692 	 -4.84836715 	 -4.84836680
-3.84358974 	 -4.85114382 	 -4.85114348
-3.86410256 	 -4.85379854 	 -4.85379821
-3.88461538 	 -4.85633580 	 -4.85633549
-3.90512821 	 -4.85876120 	 -4.85876090
-3.92564103 	 -4.86107890 	 -4.86107861
-3.94615385 	 -4.86329382 	 -4.86329347
-3.96666667 	 -4.86541043 	 -4.86541010
-3.98717949 	 -4.86743231 	 -4.86743199
-4.00769231 	 -4.86936445 	 -4.86936414
-4.02820513 	 -4.87121015 	 -4.87120986
-4.04871795 	 -4.87297307 	 -4.87297280
-4.06923077 	 -4.87465725 	 -4.87465698
-4.08974359 	 -4.87626601 	 -4.87626576
-4.11025641 	 -4.87780220 	 -4.87780196
-4.13076923 	 -4.87926953 	 -4.87926929
-4.15128205 	 -4.88067091 	 -4.88067048
-4.17179487 	 -4.88200873 	 -4.88200833
-4.19230769 	 -4.88328617 	 -4.88328578
-4.21282051 	 -4.88450633 	 -4.88450596
-4.23333333 	 -4.88567083 	 -4.88567047
-4.25384615 	 -4.88678284 	 -4.88678250
-4.27435897 	 -4.88784459 	 -4.88784427
-4.29487179 	 -4.88885794 	 -4.88885763
-4.31538462 	 -4.88982541 	 -4.88982512
-4.33589744 	 -4.89074891 	 -4.89074867
-4.35641026 	 -4.89163050 	 -4.89163027
-4.37692308 	 -4.89247206 	 -4.89247184
-4.39743590 	 -4.89327533 	 -4.89327491
-4.41794872 	 -4.89404225 	 -4.89404184
-4.43846154 	 -4.89477383 	 -4.89477344
-4.45897436 	 -4.89547194 	 -4.89547158
-4.47948718 	 -4.89613847 	 -4.89613812
-4.50000000 	 -4.89677470 	 -4.89677437
