f0           	 log10(rhophA) 	 log10(rhophB)
-0.00100000 	 0.25193661  	 0.25193697 
-0.04644444 	 -0.19671373 	 -0.19671337
-0.09188889 	 -0.30891156 	 -0.30891120
-0.13733333 	 -0.39162011 	 -0.39161975
-0.18277778 	 -0.46226405 	 -0.46226368
-0.22822222 	 -0.52635595 	 -0.52635559
-0.27366667 	 -0.58636149 	 -0.58636112
-0.31911111 	 -0.64360102 	 -0.64360065
-0.36455556 	 -0.69886606 	 -0.69886570
-0.41000000 	 -0.75267000 	 -0.75266963
-0.45544444 	 -0.80536719 	 -0.80536683
-0.50088889 	 -0.85721320 	 -0.85721284
-0.54633333 	 -0.90840075 	 -0.90840038
-0.59177778 	 -0.95907904 	 -0.95907867
-0.63722222 	 -1.00936895 	 -1.00936858
-0.68266667 	 -1.05937054 	 -1.05937017
-0.72811111 	 -1.10916918 	 -1.10916881
-0.77355556 	 -1.15884050 	 -1.15884013
-0.81900000 	 -1.20845215 	 -1.20845178
-0.86444444 	 -1.25806802 	 -1.25806764
-0.90988889 	 -1.30774879 	 -1.30774841
-0.95533333 	 -1.35755491 	 -1.35755453
-1.00077778 	 -1.40754669 	 -1.40754631
-1.04622222 	 -1.45778728 	 -1.45778690
-1.09166667 	 -1.50834229 	 -1.50834189
-1.13711111 	 -1.55928310 	 -1.55928271
-1.18255556 	 -1.61068748 	 -1.61068708
-1.22800000 	 -1.66264080 	 -1.66264039
-1.27344444 	 -1.71523984 	 -1.71523942
-1.31888889 	 -1.76859359 	 -1.76859317
-1.36433333 	 -1.82282625 	 -1.82282583
-1.40977778 	 -1.87808119 	 -1.87808097
-1.45522222 	 -1.93452475 	 -1.93452452
-1.50066667 	 -1.99234945 	 -1.99234922
-1.54611111 	 -2.05177676 	 -2.05177652
-1.59155556 	 -2.11305768 	 -2.11305743
-1.63700000 	 -2.17645734 	 -2.17645708
-1.68244444 	 -2.24220505 	 -2.24220478
-1.72788889 	 -2.31036517 	 -2.31036489
-1.77333333 	 -2.38067685 	 -2.38067655
-1.81877778 	 -2.45261940 	 -2.45261908
-1.86422222 	 -2.52565722 	 -2.52565688
-1.90966667 	 -2.59934105 	 -2.59934069
-1.95511111 	 -2.67329751 	 -2.67329712
-2.00055556 	 -2.74719721 	 -2.74719680
-2.04600000 	 -2.82074061 	 -2.82074028
-2.09144444 	 -2.89364807 	 -2.89364772
-2.13688889 	 -2.96565294 	 -2.96565257
-2.18233333 	 -3.03650155 	 -3.03650115
-2.22777778 	 -3.10595213 	 -3.10595171
-2.27322222 	 -3.17377643 	 -3.17377621
-2.31866667 	 -3.23976149 	 -3.23976126
-2.36411111 	 -3.30371173 	 -3.30371149
-2.40955556 	 -3.36545195 	 -3.36545170
-2.45500000 	 -3.42482937 	 -3.42482911
-2.50044444 	 -3.48171628 	 -3.48171602
-2.54588889 	 -3.53601101 	 -3.53601074
-2.59133333 	 -3.58763865 	 -3.58763838
-2.63677778 	 -3.63655211 	 -3.63655183
-2.68222222 	 -3.68273070 	 -3.68273043
-2.72766667 	 -3.72617897 	 -3.72617870
-2.77311111 	 -3.76692471 	 -3.76692444
-2.81855556 	 -3.80501721 	 -3.80501694
-2.86400000 	 -3.84052439 	 -3.84052412
-2.90944444 	 -3.87352940 	 -3.87352914
-2.95488889 	 -3.90412861 	 -3.90412837
-3.00033333 	 -3.93242773 	 -3.93242750
-3.04577778 	 -3.95854019 	 -3.95853997
-3.09122222 	 -3.98258433 	 -3.98258390
-3.13666667 	 -4.00467992 	 -4.00467951
-3.18211111 	 -4.02494836 	 -4.02494798
-3.22755556 	 -4.04351051 	 -4.04351014
-3.27300000 	 -4.06048347 	 -4.06048313
-3.31844444 	 -4.07598171 	 -4.07598139
-3.36388889 	 -4.09011531 	 -4.09011492
-3.40933333 	 -4.10298920 	 -4.10298884
-3.45477778 	 -4.11470346 	 -4.11470313
-3.50022222 	 -4.12535174 	 -4.12535143
-3.54566667 	 -4.13502304 	 -4.13502275
-3.59111111 	 -4.14379960 	 -4.14379934
-3.63655556 	 -4.15175869 	 -4.15175845
-3.68200000 	 -4.15897152 	 -4.15897130
-3.72744444 	 -4.16550425 	 -4.16550384
-3.77288889 	 -4.17141731 	 -4.17141694
-3.81833333 	 -4.17676744 	 -4.17676711
-3.86377778 	 -4.18160592 	 -4.18160561
-3.90922222 	 -4.18597970 	 -4.18597942
-3.95466667 	 -4.18993232 	 -4.18993201
-4.00011111 	 -4.19350288 	 -4.19350259
-4.04555556 	 -4.19672755 	 -4.19672729
-4.09100000 	 -4.19963891 	 -4.19963867
-4.13644444 	 -4.20226723 	 -4.20226682
-4.18188889 	 -4.20463888 	 -4.20463852
-4.22733333 	 -4.20677867 	 -4.20677834
-4.27277778 	 -4.20870893 	 -4.20870862
-4.31822222 	 -4.21045006 	 -4.21044983
-4.36366667 	 -4.21202017 	 -4.21201974
-4.40911111 	 -4.21343636 	 -4.21343598
-4.45455556 	 -4.21471295 	 -4.21471261
-4.50000000 	 -4.21586371 	 -4.21586346
