f0           	 log10(rhophA) 	 log10(rhophB)
-0.20000000 	 -0.48430604 	 -0.48430568
-0.21025641 	 -0.49875958 	 -0.49875922
-0.22051282 	 -0.51297112 	 -0.51297076
-0.23076923 	 -0.52696340 	 -0.52696304
-0.24102564 	 -0.54075620 	 -0.54075583
-0.25128205 	 -0.55436714 	 -0.55436678
-0.26153846 	 -0.56781182 	 -0.56781145
-0.27179487 	 -0.58110329 	 -0.58110293
-0.28205128 	 -0.59425388 	 -0.59425352
-0.29230769 	 -0.60727388 	 -0.60727351
-0.30256410 	 -0.62017392 	 -0.62017356
-0.31282051 	 -0.63296189 	 -0.63296152
-0.32307692 	 -0.64564589 	 -0.64564552
-0.33333333 	 -0.65823296 	 -0.65823260
-0.34358974 	 -0.67072985 	 -0.67072949
-0.35384615 	 -0.68314238 	 -0.68314202
-0.36410256 	 -0.69547587 	 -0.69547551
-0.37435897 	 -0.70773520 	 -0.70773483
-0.38461538 	 -0.71992520 	 -0.71992483
-0.39487179 	 -0.73205036 	 -0.73205000
-0.40512821 	 -0.74411378 	 -0.74411342
-0.41538462 	 -0.75612004 	 -0.75611967
-0.42564103 	 -0.76807168 	 -0.76807131
-0.43589744 	 -0.77997245 	 -0.77997208
-0.44615385 	 -0.79182481 	 -0.79182444
-0.45641026 	 -0.80363210 	 -0.80363173
-0.46666667 	 -0.81539604 	 -0.81539568
-0.47692308 	 -0.82712001 	 -0.82711965
-0.48717949 	 -0.83880543 	 -0.83880506
-0.49743590 	 -0.85045501 	 -0.85045465
-0.50769231 	 -0.86207066 	 -0.86207029
-0.51794872 	 -0.87365412 	 -0.87365376
-0.52820513 	 -0.88520708 	 -0.88520671
-0.53846154 	 -0.89673146 	 -0.89673109
-0.54871795 	 -0.90822911 	 -0.90822874
-0.55897436 	 -0.91970105 	 -0.91970069
-0.56923077 	 -0.93114936 	 -0.93114899
-0.57948718 	 -0.94257452 	 -0.94257416
-0.58974359 	 -0.95397885 	 -0.95397848
-0.60000000 	 -0.96536345 	 -0.96536309
