f0           	 log10(rhophA) 	 log10(rhophB)
-0.10000000 	 -0.32167865 	 -0.32167828
-0.10408163 	 -0.32951590 	 -0.32951554
-0.10816327 	 -0.33719214 	 -0.33719178
-0.11224490 	 -0.34471936 	 -0.34471900
-0.11632653 	 -0.35210832 	 -0.35210796
-0.12040816 	 -0.35936830 	 -0.35936794
-0.12448980 	 -0.36650832 	 -0.36650796
-0.12857143 	 -0.37353654 	 -0.37353618
-0.13265306 	 -0.38045970 	 -0.38045934
-0.13673469 	 -0.38728424 	 -0.38728388
-0.14081633 	 -0.39401605 	 -0.39401569
-0.14489796 	 -0.40066046 	 -0.40066010
-0.14897959 	 -0.40722276 	 -0.40722240
-0.15306122 	 -0.41370748 	 -0.41370712
-0.15714286 	 -0.42011807 	 -0.42011771
-0.16122449 	 -0.42645942 	 -0.42645905
-0.16530612 	 -0.43273437 	 -0.43273400
-0.16938776 	 -0.43894622 	 -0.43894586
-0.17346939 	 -0.44509838 	 -0.44509802
-0.17755102 	 -0.45119368 	 -0.45119332
-0.18163265 	 -0.45723479 	 -0.45723442
-0.18571429 	 -0.46322381 	 -0.46322345
-0.18979592 	 -0.46916339 	 -0.46916303
-0.19387755 	 -0.47505535 	 -0.47505499
-0.19795918 	 -0.48090243 	 -0.48090207
-0.20204082 	 -0.48670583 	 -0.48670546
-0.20612245 	 -0.49246802 	 -0.49246765
-0.21020408 	 -0.49818997 	 -0.49818961
-0.21428571 	 -0.50387365 	 -0.50387328
-0.21836735 	 -0.50952054 	 -0.50952018
-0.22244898 	 -0.51513203 	 -0.51513167
-0.22653061 	 -0.52070948 	 -0.52070912
-0.23061224 	 -0.52625414 	 -0.52625377
-0.23469388 	 -0.53176721 	 -0.53176685
-0.23877551 	 -0.53724982 	 -0.53724946
-0.24285714 	 -0.54270304 	 -0.54270268
-0.24693878 	 -0.54812791 	 -0.54812755
-0.25102041 	 -0.55352574 	 -0.55352538
-0.25510204 	 -0.55889674 	 -0.55889638
-0.25918367 	 -0.56424251 	 -0.56424215
-0.26326531 	 -0.56956318 	 -0.56956282
-0.26734694 	 -0.57486026 	 -0.57485989
-0.27142857 	 -0.58013450 	 -0.58013414
-0.27551020 	 -0.58538593 	 -0.58538556
-0.27959184 	 -0.59061597 	 -0.59061560
-0.28367347 	 -0.59582490 	 -0.59582453
-0.28775510 	 -0.60101337 	 -0.60101300
-0.29183673 	 -0.60618235 	 -0.60618199
-0.29591837 	 -0.61133208 	 -0.61133172
-0.30000000 	 -0.61646310 	 -0.61646274
