f0           	 log10(rhophA) 	 log10(rhophB)
-0.00100000 	 0.20869193  	 0.20869229 
-0.04644444 	 -0.24017603 	 -0.24017567
-0.09188889 	 -0.35242306 	 -0.35242270
-0.13733333 	 -0.43515705 	 -0.43515669
-0.18277778 	 -0.50581503 	 -0.50581467
-0.22822222 	 -0.56991284 	 -0.56991248
-0.27366667 	 -0.62991910 	 -0.62991873
-0.31911111 	 -0.68715432 	 -0.68715396
-0.36455556 	 -0.74241117 	 -0.74241081
-0.41000000 	 -0.79620317 	 -0.79620280
-0.45544444 	 -0.84888428 	 -0.84888392
-0.50088889 	 -0.90071031 	 -0.90070995
-0.54633333 	 -0.95187377 	 -0.95187341
-0.59177778 	 -1.00252399 	 -1.00252362
-0.63722222 	 -1.05278114 	 -1.05278077
-0.68266667 	 -1.10274530 	 -1.10274493
-0.72811111 	 -1.15250110 	 -1.15250073
-0.77355556 	 -1.20212296 	 -1.20212258
-0.81900000 	 -1.25167918 	 -1.25167880
-0.86444444 	 -1.30123197 	 -1.30123160
-0.90988889 	 -1.35084183 	 -1.35084145
-0.95533333 	 -1.40056735 	 -1.40056697
-1.00077778 	 -1.45046810 	 -1.45046772
-1.04622222 	 -1.50060556 	 -1.50060517
-1.09166667 	 -1.55104391 	 -1.55104352
-1.13711111 	 -1.60185256 	 -1.60185216
-1.18255556 	 -1.65310659 	 -1.65310619
-1.22800000 	 -1.70488922 	 -1.70488882
-1.27344444 	 -1.75729345 	 -1.75729304
-1.31888889 	 -1.81042434 	 -1.81042392
-1.36433333 	 -1.86440186 	 -1.86440143
-1.40977778 	 -1.91936385 	 -1.91936363
-1.45522222 	 -1.97546925 	 -1.97546903
-1.50066667 	 -2.03290335 	 -2.03290312
-1.54611111 	 -2.09187885 	 -2.09187861
-1.59155556 	 -2.15263837 	 -2.15263813
-1.63700000 	 -2.21544411 	 -2.21544386
-1.68244444 	 -2.28053994 	 -2.28053967
-1.72788889 	 -2.34804591 	 -2.34804563
-1.77333333 	 -2.41778985 	 -2.41778955
-1.81877778 	 -2.48929650 	 -2.48929619
-1.86422222 	 -2.56201570 	 -2.56201537
-1.90966667 	 -2.63547589 	 -2.63547554
-1.95511111 	 -2.70928522 	 -2.70928484
-2.00055556 	 -2.78310438 	 -2.78310398
-2.04600000 	 -2.85662673 	 -2.85662641
-2.09144444 	 -2.92956648 	 -2.92956614
-2.13688889 	 -3.00165397 	 -3.00165360
-2.18233333 	 -3.07263172 	 -3.07263134
-2.22777778 	 -3.14225478 	 -3.14225437
-2.27322222 	 -3.21029236 	 -3.21029193
-2.31866667 	 -3.27652699 	 -3.27652676
-2.36411111 	 -3.34076022 	 -3.34075998
-2.40955556 	 -3.40281327 	 -3.40281303
-2.45500000 	 -3.46252888 	 -3.46252862
-2.50044444 	 -3.51977522 	 -3.51977496
-2.54588889 	 -3.57444576 	 -3.57444549
-2.59133333 	 -3.62646150 	 -3.62646123
-2.63677778 	 -3.67577079 	 -3.67577052
-2.68222222 	 -3.72234837 	 -3.72234810
-2.72766667 	 -3.76619518 	 -3.76619490
-2.77311111 	 -3.80733547 	 -3.80733520
-2.81855556 	 -3.84581515 	 -3.84581489
-2.86400000 	 -3.88169948 	 -3.88169922
-2.90944444 	 -3.91506921 	 -3.91506895
-2.95488889 	 -3.94601857 	 -3.94601833
-3.00033333 	 -3.97465235 	 -3.97465212
-3.04577778 	 -4.00108251 	 -4.00108229
-3.09122222 	 -4.02542659 	 -4.02542616
-3.13666667 	 -4.04780489 	 -4.04780448
-3.18211111 	 -4.06833828 	 -4.06833790
-3.22755556 	 -4.08714752 	 -4.08714716
-3.27300000 	 -4.10435014 	 -4.10434981
-3.31844444 	 -4.12006140 	 -4.12006109
-3.36388889 	 -4.13439231 	 -4.13439191
-3.40933333 	 -4.14744793 	 -4.14744756
-3.45477778 	 -4.15932959 	 -4.15932926
-3.50022222 	 -4.17013171 	 -4.17013140
-3.54566667 	 -4.17994360 	 -4.17994331
-3.59111111 	 -4.18884914 	 -4.18884888
-3.63655556 	 -4.19692583 	 -4.19692558
-3.68200000 	 -4.20424594 	 -4.20424572
-3.72744444 	 -4.21087643 	 -4.21087602
-3.77288889 	 -4.21687880 	 -4.21687843
-3.81833333 	 -4.22230983 	 -4.22230949
-3.86377778 	 -4.22722172 	 -4.22722141
-3.90922222 	 -4.23166232 	 -4.23166204
-3.95466667 	 -4.23567549 	 -4.23567517
-4.00011111 	 -4.23930081 	 -4.23930053
-4.04555556 	 -4.24257519 	 -4.24257493
-4.09100000 	 -4.24553166 	 -4.24553142
-4.13644444 	 -4.24820044 	 -4.24820003
-4.18188889 	 -4.25060897 	 -4.25060860
-4.22733333 	 -4.25278194 	 -4.25278161
-4.27277778 	 -4.25474241 	 -4.25474211
-4.31822222 	 -4.25651063 	 -4.25651040
-4.36366667 	 -4.25810542 	 -4.25810499
-4.40911111 	 -4.25954359 	 -4.25954321
-4.45455556 	 -4.26084015 	 -4.26083980
-4.50000000 	 -4.26200894 	 -4.26200869
