f0           	 log10(rhophA) 	 log10(rhophB)
-0.00000105 	 0.99671677  	 0.99671713 
-0.00000110 	 0.99168124  	 0.99168160 
-0.00000115 	 0.98686931  	 0.98686966 
-0.00000120 	 0.98226261  	 0.98226297 
-0.00000126 	 0.97698160  	 0.97698196 
-0.00000132 	 0.97194638  	 0.97194674 
-0.00000138 	 0.96713510  	 0.96713546 
-0.00000145 	 0.96178001  	 0.96178037 
-0.00000152 	 0.95667717  	 0.95667753 
-0.00000159 	 0.95180454  	 0.95180490 
-0.00000167 	 0.94649227  	 0.94649263 
-0.00000175 	 0.94142871  	 0.94142907 
-0.00000183 	 0.93659161  	 0.93659197 
-0.00000192 	 0.93139643  	 0.93139679 
-0.00000201 	 0.92643971  	 0.92644007 
-0.00000210 	 0.92169987  	 0.92170023 
-0.00000221 	 0.91617586  	 0.91617622 
-0.00000231 	 0.91138783  	 0.91138819 
-0.00000242 	 0.90635469  	 0.90635505 
-0.00000254 	 0.90111883  	 0.90111919 
-0.00000266 	 0.89612480  	 0.89612516 
-0.00000278 	 0.89135160  	 0.89135196 
-0.00000292 	 0.88603642  	 0.88603678 
-0.00000305 	 0.88132490  	 0.88132525 
-0.00000320 	 0.87613161  	 0.87613197 
-0.00000335 	 0.87117670  	 0.87117706 
-0.00000351 	 0.86613053  	 0.86613089 
-0.00000368 	 0.86101492  	 0.86101528 
-0.00000385 	 0.85613082  	 0.85613117 
-0.00000404 	 0.85092109  	 0.85092145 
-0.00000423 	 0.84595127  	 0.84595163 
-0.00000443 	 0.84095535  	 0.84095571 
-0.00000464 	 0.83594733  	 0.83594769 
-0.00000486 	 0.83093818  	 0.83093854 
-0.00000509 	 0.82593840  	 0.82593876 
-0.00000534 	 0.82075424  	 0.82075460 
-0.00000559 	 0.81580741  	 0.81580777 
-0.00000586 	 0.81070774  	 0.81070810 
-0.00000614 	 0.80566145  	 0.80566181 
-0.00000643 	 0.80067252  	 0.80067287 
-0.00000673 	 0.79574315  	 0.79574350 
-0.00000705 	 0.79072162  	 0.79072198 
-0.00000739 	 0.78563074  	 0.78563110 
-0.00000774 	 0.78062898  	 0.78062934 
-0.00000811 	 0.77558187  	 0.77558223 
-0.00000850 	 0.77050597  	 0.77050633 
-0.00000890 	 0.76553616  	 0.76553652 
-0.00000933 	 0.76043714  	 0.76043750 
-0.00000977 	 0.75545742  	 0.75545778 
-0.00001024 	 0.75038037  	 0.75038073 
-0.00001072 	 0.74543016  	 0.74543052 
-0.00001123 	 0.74040842  	 0.74040878 
-0.00001177 	 0.73533431  	 0.73533467 
-0.00001233 	 0.73031234  	 0.73031269 
-0.00001292 	 0.72526258  	 0.72526294 
-0.00001353 	 0.72027911  	 0.72027947 
-0.00001417 	 0.71528640  	 0.71528676 
-0.00001485 	 0.71022324  	 0.71022360 
-0.00001556 	 0.70517861  	 0.70517897 
-0.00001630 	 0.70016039  	 0.70016075 
-0.00001707 	 0.69517526  	 0.69517562 
-0.00001789 	 0.69010782  	 0.69010818 
-0.00001874 	 0.68509508  	 0.68509544 
-0.00001963 	 0.68008474  	 0.68008510 
-0.00002057 	 0.67503376  	 0.67503412 
-0.00002154 	 0.67005823  	 0.67005859 
-0.00002257 	 0.66501480  	 0.66501516 
-0.00002364 	 0.66001423  	 0.66001459 
-0.00002477 	 0.65497319  	 0.65497355 
-0.00002595 	 0.64994877  	 0.64994913 
-0.00002719 	 0.64490997  	 0.64491033 
-0.00002848 	 0.63990650  	 0.63990686 
-0.00002984 	 0.63487115  	 0.63487151 
-0.00003126 	 0.62985351  	 0.62985387 
-0.00003275 	 0.62482782  	 0.62482818 
-0.00003430 	 0.61983705  	 0.61983741 
-0.00003594 	 0.61479664  	 0.61479700 
-0.00003765 	 0.60978061  	 0.60978097 
-0.00003944 	 0.60476860  	 0.60476896 
-0.00004132 	 0.59974410  	 0.59974446 
-0.00004329 	 0.59471858  	 0.59471894 
-0.00004535 	 0.58970303  	 0.58970339 
-0.00004751 	 0.58468295  	 0.58468331 
-0.00004977 	 0.57966939  	 0.57966975 
-0.00005214 	 0.57465097  	 0.57465133 
-0.00005462 	 0.56963848  	 0.56963884 
-0.00005722 	 0.56462243  	 0.56462279 
-0.00005995 	 0.55959547  	 0.55959583 
-0.00006280 	 0.55458638  	 0.55458674 
-0.00006579 	 0.54956983  	 0.54957019 
-0.00006893 	 0.54454162  	 0.54454198 
-0.00007221 	 0.53952841  	 0.53952877 
-0.00007565 	 0.53450990  	 0.53451026 
-0.00007925 	 0.52949693  	 0.52949729 
-0.00008302 	 0.52448595  	 0.52448631 
-0.00008697 	 0.51947443  	 0.51947479 
-0.00009112 	 0.51444856  	 0.51444892 
-0.00009545 	 0.50944330  	 0.50944366 
-0.00010000 	 0.50442333  	 0.50442369 
