r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200000e+06 	1.586649e+09 	6.766650e+02 	1.604931e+22 	8.024535e+02 	3.136577e+08 	3.908412e+05 	1.712626e+39 	1.119259e+39 	4.105542e+07 	3.333333e-01 	
1.200928e+06 	1.583253e+09 	6.708993e+02 	1.591221e+22 	8.079337e+02 	3.133218e+08 	3.877746e+05 	1.709943e+39 	1.117964e+39 	4.079320e+07 	3.333333e-01 	
1.201858e+06 	1.579863e+09 	6.651828e+02 	1.577621e+22 	8.134492e+02 	3.129862e+08 	3.847328e+05 	1.707264e+39 	1.116670e+39 	4.053270e+07 	3.333333e-01 	
1.202791e+06 	1.576478e+09 	6.595150e+02 	1.564132e+22 	8.190003e+02 	3.126507e+08 	3.817156e+05 	1.704590e+39 	1.115378e+39 	4.027391e+07 	3.333333e-01 	
1.203726e+06 	1.573099e+09 	6.538954e+02 	1.550752e+22 	8.245872e+02 	3.123155e+08 	3.787229e+05 	1.701919e+39 	1.114087e+39 	4.001683e+07 	3.333333e-01 	
1.204663e+06 	1.569726e+09 	6.483238e+02 	1.537481e+22 	8.302100e+02 	3.119805e+08 	3.757545e+05 	1.699252e+39 	1.112798e+39 	3.976143e+07 	3.333333e-01 	
1.205602e+06 	1.566359e+09 	6.427996e+02 	1.524318e+22 	8.358690e+02 	3.116457e+08 	3.728101e+05 	1.696589e+39 	1.111510e+39 	3.950771e+07 	3.333333e-01 	
1.206544e+06 	1.562997e+09 	6.373225e+02 	1.511261e+22 	8.415643e+02 	3.113111e+08 	3.698896e+05 	1.693930e+39 	1.110224e+39 	3.925566e+07 	3.333333e-01 	
1.207487e+06 	1.559641e+09 	6.318920e+02 	1.498310e+22 	8.472963e+02 	3.109767e+08 	3.669927e+05 	1.691276e+39 	1.108940e+39 	3.900527e+07 	3.333333e-01 	
1.208433e+06 	1.556291e+09 	6.265078e+02 	1.485465e+22 	8.530651e+02 	3.106425e+08 	3.641193e+05 	1.688625e+39 	1.107657e+39 	3.875652e+07 	3.333333e-01 	
1.209382e+06 	1.552946e+09 	6.211695e+02 	1.472724e+22 	8.588710e+02 	3.103085e+08 	3.612692e+05 	1.685978e+39 	1.106375e+39 	3.850941e+07 	3.333333e-01 	
1.210332e+06 	1.549608e+09 	6.158767e+02 	1.460086e+22 	8.647141e+02 	3.099748e+08 	3.584420e+05 	1.683335e+39 	1.105096e+39 	3.826391e+07 	3.333333e-01 	
1.211285e+06 	1.546274e+09 	6.106290e+02 	1.447552e+22 	8.705948e+02 	3.096412e+08 	3.556378e+05 	1.680696e+39 	1.103817e+39 	3.802003e+07 	3.333333e-01 	
1.212240e+06 	1.542947e+09 	6.054260e+02 	1.435120e+22 	8.765133e+02 	3.093079e+08 	3.528562e+05 	1.678062e+39 	1.102541e+39 	3.777774e+07 	3.333333e-01 	
1.213197e+06 	1.539625e+09 	6.002674e+02 	1.422789e+22 	8.824698e+02 	3.089747e+08 	3.500971e+05 	1.675431e+39 	1.101266e+39 	3.753704e+07 	3.333333e-01 	
1.214157e+06 	1.536309e+09 	5.951527e+02 	1.410559e+22 	8.884645e+02 	3.086418e+08 	3.473603e+05 	1.672804e+39 	1.099992e+39 	3.729793e+07 	3.333333e-01 	
1.215118e+06 	1.532999e+09 	5.900815e+02 	1.398429e+22 	8.944976e+02 	3.083091e+08 	3.446456e+05 	1.670181e+39 	1.098720e+39 	3.706037e+07 	3.333333e-01 	
1.216082e+06 	1.529694e+09 	5.850536e+02 	1.386398e+22 	9.005694e+02 	3.079766e+08 	3.419528e+05 	1.667562e+39 	1.097449e+39 	3.682438e+07 	3.333333e-01 	
1.217049e+06 	1.526395e+09 	5.800685e+02 	1.374466e+22 	9.066801e+02 	3.076443e+08 	3.392818e+05 	1.664947e+39 	1.096181e+39 	3.658993e+07 	3.333333e-01 	
1.218017e+06 	1.523102e+09 	5.751259e+02 	1.362631e+22 	9.128298e+02 	3.073123e+08 	3.366324e+05 	1.662336e+39 	1.094913e+39 	3.635701e+07 	3.333333e-01 	
1.218988e+06 	1.519814e+09 	5.702254e+02 	1.350893e+22 	9.190189e+02 	3.069804e+08 	3.340043e+05 	1.659730e+39 	1.093647e+39 	3.612563e+07 	3.333333e-01 	
1.219962e+06 	1.516532e+09 	5.653667e+02 	1.339250e+22 	9.252477e+02 	3.066488e+08 	3.313975e+05 	1.657127e+39 	1.092383e+39 	3.589575e+07 	3.333333e-01 	
1.220937e+06 	1.513256e+09 	5.605494e+02 	1.327704e+22 	9.315162e+02 	3.063174e+08 	3.288117e+05 	1.654528e+39 	1.091121e+39 	3.566738e+07 	3.333333e-01 	
1.221915e+06 	1.509985e+09 	5.557731e+02 	1.316252e+22 	9.378249e+02 	3.059862e+08 	3.262467e+05 	1.651933e+39 	1.089859e+39 	3.544051e+07 	3.333333e-01 	
1.222895e+06 	1.506720e+09 	5.510375e+02 	1.304894e+22 	9.441740e+02 	3.056552e+08 	3.237024e+05 	1.649342e+39 	1.088600e+39 	3.521512e+07 	3.333333e-01 	
1.223877e+06 	1.503461e+09 	5.463423e+02 	1.293629e+22 	9.505637e+02 	3.053244e+08 	3.211786e+05 	1.646756e+39 	1.087342e+39 	3.499120e+07 	3.333333e-01 	
1.224862e+06 	1.500208e+09 	5.416871e+02 	1.282457e+22 	9.569941e+02 	3.049939e+08 	3.186751e+05 	1.644173e+39 	1.086086e+39 	3.476874e+07 	3.333333e-01 	
1.225849e+06 	1.496960e+09 	5.370715e+02 	1.271377e+22 	9.634657e+02 	3.046635e+08 	3.161918e+05 	1.641594e+39 	1.084831e+39 	3.454774e+07 	3.333333e-01 	
1.226838e+06 	1.493717e+09 	5.324953e+02 	1.260388e+22 	9.699785e+02 	3.043334e+08 	3.137285e+05 	1.639019e+39 	1.083577e+39 	3.432818e+07 	3.333333e-01 	
1.227829e+06 	1.490481e+09 	5.279580e+02 	1.249490e+22 	9.765329e+02 	3.040035e+08 	3.112851e+05 	1.636448e+39 	1.082326e+39 	3.411006e+07 	3.333333e-01 	
1.228823e+06 	1.487250e+09 	5.234594e+02 	1.238681e+22 	9.831290e+02 	3.036739e+08 	3.088613e+05 	1.633882e+39 	1.081075e+39 	3.389336e+07 	3.333333e-01 	
1.229820e+06 	1.484025e+09 	5.189992e+02 	1.227961e+22 	9.897672e+02 	3.033444e+08 	3.064570e+05 	1.631319e+39 	1.079827e+39 	3.367807e+07 	3.333333e-01 	
1.230818e+06 	1.480805e+09 	5.145769e+02 	1.217329e+22 	9.964477e+02 	3.030152e+08 	3.040721e+05 	1.628760e+39 	1.078580e+39 	3.346420e+07 	3.333333e-01 	
1.231819e+06 	1.477591e+09 	5.101924e+02 	1.206786e+22 	1.003171e+03 	3.026862e+08 	3.017064e+05 	1.626205e+39 	1.077334e+39 	3.325172e+07 	3.333333e-01 	
1.232822e+06 	1.474382e+09 	5.058452e+02 	1.196329e+22 	1.009937e+03 	3.023574e+08 	2.993597e+05 	1.623655e+39 	1.076091e+39 	3.304062e+07 	3.333333e-01 	
1.233828e+06 	1.471180e+09 	5.015350e+02 	1.185959e+22 	1.016746e+03 	3.020288e+08 	2.970318e+05 	1.621108e+39 	1.074848e+39 	3.283090e+07 	3.333333e-01 	
1.234835e+06 	1.467983e+09 	4.972616e+02 	1.175674e+22 	1.023598e+03 	3.017004e+08 	2.947226e+05 	1.618566e+39 	1.073608e+39 	3.262254e+07 	3.333333e-01 	
1.235845e+06 	1.464791e+09 	4.930245e+02 	1.165474e+22 	1.030494e+03 	3.013723e+08 	2.924320e+05 	1.616027e+39 	1.072368e+39 	3.241555e+07 	3.333333e-01 	
1.236858e+06 	1.461606e+09 	4.888236e+02 	1.155359e+22 	1.037434e+03 	3.010444e+08 	2.901598e+05 	1.613492e+39 	1.071131e+39 	3.220990e+07 	3.333333e-01 	
1.237873e+06 	1.458425e+09 	4.846585e+02 	1.145328e+22 	1.044418e+03 	3.007167e+08 	2.879058e+05 	1.610961e+39 	1.069895e+39 	3.200559e+07 	3.333333e-01 	
1.238890e+06 	1.455251e+09 	4.805289e+02 	1.135380e+22 	1.051446e+03 	3.003893e+08 	2.856700e+05 	1.608435e+39 	1.068660e+39 	3.180262e+07 	3.333333e-01 	
1.239910e+06 	1.452082e+09 	4.764344e+02 	1.125514e+22 	1.058519e+03 	3.000620e+08 	2.834521e+05 	1.605912e+39 	1.067427e+39 	3.160097e+07 	3.333333e-01 	
1.240931e+06 	1.448919e+09 	4.723748e+02 	1.115730e+22 	1.065637e+03 	2.997350e+08 	2.812520e+05 	1.603394e+39 	1.066196e+39 	3.140063e+07 	3.333333e-01 	
1.241956e+06 	1.445761e+09 	4.683499e+02 	1.106027e+22 	1.072800e+03 	2.994082e+08 	2.790695e+05 	1.600879e+39 	1.064966e+39 	3.120159e+07 	3.333333e-01 	
1.242982e+06 	1.442609e+09 	4.643592e+02 	1.096404e+22 	1.080009e+03 	2.990816e+08 	2.769046e+05 	1.598369e+39 	1.063738e+39 	3.100385e+07 	3.333333e-01 	
1.244011e+06 	1.439462e+09 	4.604025e+02 	1.086862e+22 	1.087263e+03 	2.987553e+08 	2.747570e+05 	1.595862e+39 	1.062512e+39 	3.080740e+07 	3.333333e-01 	
1.245043e+06 	1.436322e+09 	4.564796e+02 	1.077399e+22 	1.094563e+03 	2.984292e+08 	2.726266e+05 	1.593360e+39 	1.061287e+39 	3.061222e+07 	3.333333e-01 	
1.246076e+06 	1.433186e+09 	4.525900e+02 	1.068014e+22 	1.101910e+03 	2.981033e+08 	2.705133e+05 	1.590861e+39 	1.060063e+39 	3.041831e+07 	3.333333e-01 	
1.247113e+06 	1.430057e+09 	4.487336e+02 	1.058708e+22 	1.109303e+03 	2.977776e+08 	2.684169e+05 	1.588367e+39 	1.058841e+39 	3.022566e+07 	3.333333e-01 	
1.248151e+06 	1.426933e+09 	4.449101e+02 	1.049479e+22 	1.116743e+03 	2.974522e+08 	2.663373e+05 	1.585876e+39 	1.057621e+39 	3.003427e+07 	3.333333e-01 	
1.249192e+06 	1.423814e+09 	4.411191e+02 	1.040327e+22 	1.124230e+03 	2.971270e+08 	2.642743e+05 	1.583389e+39 	1.056402e+39 	2.984411e+07 	3.333333e-01 	
1.250235e+06 	1.420701e+09 	4.373605e+02 	1.031252e+22 	1.131764e+03 	2.968020e+08 	2.622279e+05 	1.580907e+39 	1.055185e+39 	2.965520e+07 	3.333333e-01 	
1.251281e+06 	1.417594e+09 	4.336339e+02 	1.022252e+22 	1.139347e+03 	2.964773e+08 	2.601979e+05 	1.578428e+39 	1.053969e+39 	2.946751e+07 	3.333333e-01 	
1.252329e+06 	1.414492e+09 	4.299390e+02 	1.013327e+22 	1.146977e+03 	2.961527e+08 	2.581841e+05 	1.575954e+39 	1.052755e+39 	2.928104e+07 	3.333333e-01 	
1.253379e+06 	1.411396e+09 	4.262756e+02 	1.004476e+22 	1.154655e+03 	2.958284e+08 	2.561864e+05 	1.573484e+39 	1.051543e+39 	2.909578e+07 	3.333333e-01 	
1.254432e+06 	1.408306e+09 	4.226434e+02 	9.956995e+21 	1.162382e+03 	2.955044e+08 	2.542047e+05 	1.571017e+39 	1.050332e+39 	2.891172e+07 	3.333333e-01 	
1.255488e+06 	1.405221e+09 	4.190422e+02 	9.869963e+21 	1.170157e+03 	2.951805e+08 	2.522388e+05 	1.568555e+39 	1.049122e+39 	2.872886e+07 	3.333333e-01 	
1.256545e+06 	1.402141e+09 	4.154717e+02 	9.783660e+21 	1.177982e+03 	2.948569e+08 	2.502886e+05 	1.566096e+39 	1.047915e+39 	2.854718e+07 	3.333333e-01 	
1.257605e+06 	1.399067e+09 	4.119316e+02 	9.698078e+21 	1.185857e+03 	2.945336e+08 	2.483540e+05 	1.563642e+39 	1.046709e+39 	2.836668e+07 	3.333333e-01 	
1.258668e+06 	1.395999e+09 	4.084216e+02 	9.613213e+21 	1.193781e+03 	2.942104e+08 	2.464349e+05 	1.561192e+39 	1.045504e+39 	2.818735e+07 	3.333333e-01 	
1.259733e+06 	1.392936e+09 	4.049416e+02 	9.529059e+21 	1.201755e+03 	2.938875e+08 	2.445311e+05 	1.558745e+39 	1.044301e+39 	2.800918e+07 	3.333333e-01 	
1.260800e+06 	1.389879e+09 	4.014912e+02 	9.445610e+21 	1.209779e+03 	2.935648e+08 	2.426425e+05 	1.556303e+39 	1.043099e+39 	2.783217e+07 	3.333333e-01 	
1.261870e+06 	1.386828e+09 	3.980702e+02 	9.362860e+21 	1.217854e+03 	2.932424e+08 	2.407689e+05 	1.553864e+39 	1.041899e+39 	2.765631e+07 	3.333333e-01 	
1.262942e+06 	1.383782e+09 	3.946783e+02 	9.280803e+21 	1.225979e+03 	2.929201e+08 	2.389104e+05 	1.551430e+39 	1.040701e+39 	2.748158e+07 	3.333333e-01 	
1.264017e+06 	1.380741e+09 	3.913154e+02 	9.199434e+21 	1.234156e+03 	2.925981e+08 	2.370666e+05 	1.549000e+39 	1.039504e+39 	2.730799e+07 	3.333333e-01 	
1.265094e+06 	1.377706e+09 	3.879811e+02 	9.118749e+21 	1.242384e+03 	2.922764e+08 	2.352376e+05 	1.546573e+39 	1.038309e+39 	2.713552e+07 	3.333333e-01 	
