r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200000e+06 	1.585898e+09 	9.844970e+02 	1.604931e+22 	4.381059e+02 	3.135834e+08 	7.157121e+05 	1.705681e+39 	1.114721e+39 	5.975087e+07 	3.333333e-01 	
1.200547e+06 	1.583080e+09 	9.760308e+02 	1.593524e+22 	4.414503e+02 	3.133047e+08 	7.096587e+05 	1.703593e+39 	1.113625e+39 	5.933178e+07 	3.333333e-01 	
1.201096e+06 	1.580264e+09 	9.676374e+02 	1.582185e+22 	4.448187e+02 	3.130259e+08 	7.036582e+05 	1.701506e+39 	1.112530e+39 	5.891576e+07 	3.333333e-01 	
1.201647e+06 	1.577450e+09 	9.593162e+02 	1.570914e+22 	4.482114e+02 	3.127471e+08 	6.977099e+05 	1.699419e+39 	1.111435e+39 	5.850280e+07 	3.333333e-01 	
1.202200e+06 	1.574638e+09 	9.510665e+02 	1.559711e+22 	4.516286e+02 	3.124682e+08 	6.918135e+05 	1.697332e+39 	1.110340e+39 	5.809286e+07 	3.333333e-01 	
1.202755e+06 	1.571828e+09 	9.428878e+02 	1.548576e+22 	4.550703e+02 	3.121892e+08 	6.859684e+05 	1.695245e+39 	1.109246e+39 	5.768593e+07 	3.333333e-01 	
1.203312e+06 	1.569019e+09 	9.347794e+02 	1.537508e+22 	4.585367e+02 	3.119102e+08 	6.801743e+05 	1.693159e+39 	1.108151e+39 	5.728198e+07 	3.333333e-01 	
1.203871e+06 	1.566213e+09 	9.267407e+02 	1.526507e+22 	4.620281e+02 	3.116311e+08 	6.744306e+05 	1.691073e+39 	1.107057e+39 	5.688100e+07 	3.333333e-01 	
1.204432e+06 	1.563408e+09 	9.187712e+02 	1.515573e+22 	4.655445e+02 	3.113520e+08 	6.687369e+05 	1.688987e+39 	1.105964e+39 	5.648295e+07 	3.333333e-01 	
1.204995e+06 	1.560605e+09 	9.108702e+02 	1.504705e+22 	4.690862e+02 	3.110728e+08 	6.630928e+05 	1.686901e+39 	1.104870e+39 	5.608781e+07 	3.333333e-01 	
1.205560e+06 	1.557804e+09 	9.030371e+02 	1.493904e+22 	4.726532e+02 	3.107935e+08 	6.574978e+05 	1.684816e+39 	1.103777e+39 	5.569556e+07 	3.333333e-01 	
1.206127e+06 	1.555006e+09 	8.952714e+02 	1.483169e+22 	4.762459e+02 	3.105142e+08 	6.519514e+05 	1.682731e+39 	1.102684e+39 	5.530618e+07 	3.333333e-01 	
1.206696e+06 	1.552209e+09 	8.875725e+02 	1.472500e+22 	4.798644e+02 	3.102348e+08 	6.464533e+05 	1.680647e+39 	1.101591e+39 	5.491965e+07 	3.333333e-01 	
1.207267e+06 	1.549414e+09 	8.799398e+02 	1.461896e+22 	4.835088e+02 	3.099554e+08 	6.410029e+05 	1.678562e+39 	1.100499e+39 	5.453594e+07 	3.333333e-01 	
1.207840e+06 	1.546621e+09 	8.723727e+02 	1.451358e+22 	4.871793e+02 	3.096759e+08 	6.356000e+05 	1.676479e+39 	1.099406e+39 	5.415503e+07 	3.333333e-01 	
1.208416e+06 	1.543831e+09 	8.648707e+02 	1.440884e+22 	4.908760e+02 	3.093964e+08 	6.302441e+05 	1.674395e+39 	1.098315e+39 	5.377691e+07 	3.333333e-01 	
1.208993e+06 	1.541042e+09 	8.574333e+02 	1.430475e+22 	4.945993e+02 	3.091169e+08 	6.249346e+05 	1.672312e+39 	1.097223e+39 	5.340154e+07 	3.333333e-01 	
1.209572e+06 	1.538255e+09 	8.500597e+02 	1.420130e+22 	4.983491e+02 	3.088372e+08 	6.196714e+05 	1.670230e+39 	1.096132e+39 	5.302892e+07 	3.333333e-01 	
1.210154e+06 	1.535471e+09 	8.427496e+02 	1.409849e+22 	5.021257e+02 	3.085576e+08 	6.144538e+05 	1.668148e+39 	1.095041e+39 	5.265902e+07 	3.333333e-01 	
1.210737e+06 	1.532688e+09 	8.355024e+02 	1.399632e+22 	5.059293e+02 	3.082779e+08 	6.092816e+05 	1.666066e+39 	1.093950e+39 	5.229181e+07 	3.333333e-01 	
1.211323e+06 	1.529908e+09 	8.283174e+02 	1.389478e+22 	5.097601e+02 	3.079981e+08 	6.041543e+05 	1.663985e+39 	1.092860e+39 	5.192728e+07 	3.333333e-01 	
1.211911e+06 	1.527129e+09 	8.211943e+02 	1.379387e+22 	5.136182e+02 	3.077183e+08 	5.990715e+05 	1.661905e+39 	1.091770e+39 	5.156541e+07 	3.333333e-01 	
1.212500e+06 	1.524353e+09 	8.141324e+02 	1.369359e+22 	5.175038e+02 	3.074385e+08 	5.940328e+05 	1.659825e+39 	1.090681e+39 	5.120617e+07 	3.333333e-01 	
1.213092e+06 	1.521579e+09 	8.071313e+02 	1.359394e+22 	5.214172e+02 	3.071586e+08 	5.890378e+05 	1.657745e+39 	1.089592e+39 	5.084955e+07 	3.333333e-01 	
1.213686e+06 	1.518807e+09 	8.001903e+02 	1.349492e+22 	5.253585e+02 	3.068787e+08 	5.840861e+05 	1.655667e+39 	1.088503e+39 	5.049551e+07 	3.333333e-01 	
1.214282e+06 	1.516037e+09 	7.933090e+02 	1.339651e+22 	5.293278e+02 	3.065988e+08 	5.791774e+05 	1.653588e+39 	1.087415e+39 	5.014406e+07 	3.333333e-01 	
1.214880e+06 	1.513270e+09 	7.864870e+02 	1.329872e+22 	5.333255e+02 	3.063188e+08 	5.743112e+05 	1.651510e+39 	1.086327e+39 	4.979516e+07 	3.333333e-01 	
1.215480e+06 	1.510504e+09 	7.797235e+02 	1.320155e+22 	5.373515e+02 	3.060388e+08 	5.694873e+05 	1.649433e+39 	1.085239e+39 	4.944880e+07 	3.333333e-01 	
1.216082e+06 	1.507741e+09 	7.730183e+02 	1.310499e+22 	5.414062e+02 	3.057587e+08 	5.647051e+05 	1.647357e+39 	1.084152e+39 	4.910496e+07 	3.333333e-01 	
1.216687e+06 	1.504980e+09 	7.663707e+02 	1.300904e+22 	5.454897e+02 	3.054786e+08 	5.599644e+05 	1.645281e+39 	1.083065e+39 	4.876362e+07 	3.333333e-01 	
1.217293e+06 	1.502221e+09 	7.597803e+02 	1.291369e+22 	5.496023e+02 	3.051985e+08 	5.552648e+05 	1.643206e+39 	1.081979e+39 	4.842475e+07 	3.333333e-01 	
1.217901e+06 	1.499465e+09 	7.532465e+02 	1.281894e+22 	5.537440e+02 	3.049184e+08 	5.506059e+05 	1.641131e+39 	1.080893e+39 	4.808835e+07 	3.333333e-01 	
1.218512e+06 	1.496710e+09 	7.467689e+02 	1.272479e+22 	5.579151e+02 	3.046382e+08 	5.459873e+05 	1.639057e+39 	1.079807e+39 	4.775439e+07 	3.333333e-01 	
1.219125e+06 	1.493958e+09 	7.403471e+02 	1.263125e+22 	5.621159e+02 	3.043580e+08 	5.414087e+05 	1.636984e+39 	1.078722e+39 	4.742285e+07 	3.333333e-01 	
1.219740e+06 	1.491209e+09 	7.339804e+02 	1.253830e+22 	5.663465e+02 	3.040778e+08 	5.368698e+05 	1.634911e+39 	1.077637e+39 	4.709371e+07 	3.333333e-01 	
1.220356e+06 	1.488461e+09 	7.276685e+02 	1.244594e+22 	5.706071e+02 	3.037975e+08 	5.323700e+05 	1.632840e+39 	1.076553e+39 	4.676696e+07 	3.333333e-01 	
1.220975e+06 	1.485716e+09 	7.214109e+02 	1.235417e+22 	5.748979e+02 	3.035172e+08 	5.279093e+05 	1.630769e+39 	1.075469e+39 	4.644257e+07 	3.333333e-01 	
1.221597e+06 	1.482973e+09 	7.152071e+02 	1.226299e+22 	5.792191e+02 	3.032369e+08 	5.234871e+05 	1.628698e+39 	1.074386e+39 	4.612053e+07 	3.333333e-01 	
1.222220e+06 	1.480233e+09 	7.090567e+02 	1.217240e+22 	5.835708e+02 	3.029566e+08 	5.191031e+05 	1.626629e+39 	1.073303e+39 	4.580083e+07 	3.333333e-01 	
1.222845e+06 	1.477495e+09 	7.029591e+02 	1.208238e+22 	5.879534e+02 	3.026763e+08 	5.147571e+05 	1.624560e+39 	1.072221e+39 	4.548344e+07 	3.333333e-01 	
1.223473e+06 	1.474759e+09 	6.969140e+02 	1.199294e+22 	5.923669e+02 	3.023959e+08 	5.104486e+05 	1.622492e+39 	1.071139e+39 	4.516835e+07 	3.333333e-01 	
1.224102e+06 	1.472025e+09 	6.909209e+02 	1.190408e+22 	5.968116e+02 	3.021156e+08 	5.061774e+05 	1.620425e+39 	1.070057e+39 	4.485554e+07 	3.333333e-01 	
1.224734e+06 	1.469294e+09 	6.849793e+02 	1.181578e+22 	6.012877e+02 	3.018352e+08 	5.019431e+05 	1.618359e+39 	1.068976e+39 	4.454499e+07 	3.333333e-01 	
1.225368e+06 	1.466565e+09 	6.790888e+02 	1.172806e+22 	6.057955e+02 	3.015547e+08 	4.977453e+05 	1.616293e+39 	1.067896e+39 	4.423669e+07 	3.333333e-01 	
1.226004e+06 	1.463839e+09 	6.732489e+02 	1.164091e+22 	6.103351e+02 	3.012743e+08 	4.935838e+05 	1.614229e+39 	1.066816e+39 	4.393061e+07 	3.333333e-01 	
1.226642e+06 	1.461115e+09 	6.674593e+02 	1.155432e+22 	6.149067e+02 	3.009939e+08 	4.894582e+05 	1.612165e+39 	1.065737e+39 	4.362674e+07 	3.333333e-01 	
1.227283e+06 	1.458394e+09 	6.617195e+02 	1.146829e+22 	6.195106e+02 	3.007134e+08 	4.853682e+05 	1.610102e+39 	1.064658e+39 	4.332506e+07 	3.333333e-01 	
1.227925e+06 	1.455675e+09 	6.560290e+02 	1.138283e+22 	6.241470e+02 	3.004330e+08 	4.813135e+05 	1.608040e+39 	1.063579e+39 	4.302556e+07 	3.333333e-01 	
1.228570e+06 	1.452958e+09 	6.503875e+02 	1.129792e+22 	6.288160e+02 	3.001525e+08 	4.772938e+05 	1.605979e+39 	1.062501e+39 	4.272822e+07 	3.333333e-01 	
1.229216e+06 	1.450244e+09 	6.447944e+02 	1.121356e+22 	6.335179e+02 	2.998720e+08 	4.733087e+05 	1.603919e+39 	1.061424e+39 	4.243303e+07 	3.333333e-01 	
1.229865e+06 	1.447532e+09 	6.392495e+02 	1.112975e+22 	6.382529e+02 	2.995916e+08 	4.693580e+05 	1.601860e+39 	1.060347e+39 	4.213996e+07 	3.333333e-01 	
1.230517e+06 	1.444823e+09 	6.337523e+02 	1.104649e+22 	6.430212e+02 	2.993111e+08 	4.654414e+05 	1.599801e+39 	1.059271e+39 	4.184901e+07 	3.333333e-01 	
1.231170e+06 	1.442116e+09 	6.283023e+02 	1.096377e+22 	6.478230e+02 	2.990306e+08 	4.615586e+05 	1.597744e+39 	1.058195e+39 	4.156015e+07 	3.333333e-01 	
