r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200000e+06 	1.586983e+09 	5.397316e+02 	1.604931e+22 	1.266530e+03 	3.136907e+08 	2.476568e+05 	1.715276e+39 	1.120992e+39 	3.274279e+07 	3.333333e-01 	
1.201255e+06 	1.583229e+09 	5.351371e+02 	1.589791e+22 	1.274384e+03 	3.133194e+08 	2.458394e+05 	1.712206e+39 	1.119605e+39 	3.254750e+07 	3.333333e-01 	
1.202513e+06 	1.579483e+09 	5.305818e+02 	1.574791e+22 	1.282283e+03 	3.129485e+08 	2.440358e+05 	1.709141e+39 	1.118220e+39 	3.235340e+07 	3.333333e-01 	
1.203773e+06 	1.575745e+09 	5.260651e+02 	1.559929e+22 	1.290229e+03 	3.125780e+08 	2.422457e+05 	1.706084e+39 	1.116837e+39 	3.216047e+07 	3.333333e-01 	
1.205035e+06 	1.572015e+09 	5.215870e+02 	1.545206e+22 	1.298222e+03 	3.122079e+08 	2.404692e+05 	1.703033e+39 	1.115456e+39 	3.196870e+07 	3.333333e-01 	
1.206301e+06 	1.568294e+09 	5.171469e+02 	1.530619e+22 	1.306263e+03 	3.118381e+08 	2.387061e+05 	1.699989e+39 	1.114077e+39 	3.177810e+07 	3.333333e-01 	
1.207568e+06 	1.564581e+09 	5.127447e+02 	1.516167e+22 	1.314350e+03 	3.114687e+08 	2.369563e+05 	1.696951e+39 	1.112700e+39 	3.158864e+07 	3.333333e-01 	
1.208839e+06 	1.560876e+09 	5.083799e+02 	1.501849e+22 	1.322485e+03 	3.110997e+08 	2.352197e+05 	1.693920e+39 	1.111326e+39 	3.140033e+07 	3.333333e-01 	
1.210111e+06 	1.557179e+09 	5.040523e+02 	1.487664e+22 	1.330669e+03 	3.107311e+08 	2.334962e+05 	1.690896e+39 	1.109953e+39 	3.121316e+07 	3.333333e-01 	
1.211387e+06 	1.553490e+09 	4.997615e+02 	1.473610e+22 	1.338900e+03 	3.103628e+08 	2.317856e+05 	1.687878e+39 	1.108583e+39 	3.102711e+07 	3.333333e-01 	
1.212664e+06 	1.549809e+09 	4.955073e+02 	1.459687e+22 	1.347180e+03 	3.099949e+08 	2.300880e+05 	1.684867e+39 	1.107215e+39 	3.084219e+07 	3.333333e-01 	
1.213945e+06 	1.546137e+09 	4.912892e+02 	1.445894e+22 	1.355509e+03 	3.096274e+08 	2.284032e+05 	1.681862e+39 	1.105848e+39 	3.065838e+07 	3.333333e-01 	
1.215228e+06 	1.542472e+09 	4.871071e+02 	1.432228e+22 	1.363887e+03 	3.092603e+08 	2.267311e+05 	1.678864e+39 	1.104484e+39 	3.047568e+07 	3.333333e-01 	
1.216513e+06 	1.538816e+09 	4.829606e+02 	1.418690e+22 	1.372314e+03 	3.088935e+08 	2.250715e+05 	1.675873e+39 	1.103122e+39 	3.029409e+07 	3.333333e-01 	
1.217801e+06 	1.535167e+09 	4.788494e+02 	1.405277e+22 	1.380791e+03 	3.085271e+08 	2.234245e+05 	1.672888e+39 	1.101761e+39 	3.011359e+07 	3.333333e-01 	
1.219092e+06 	1.531527e+09 	4.747731e+02 	1.391988e+22 	1.389318e+03 	3.081611e+08 	2.217899e+05 	1.669909e+39 	1.100403e+39 	2.993418e+07 	3.333333e-01 	
1.220385e+06 	1.527895e+09 	4.707316e+02 	1.378823e+22 	1.397894e+03 	3.077954e+08 	2.201676e+05 	1.666937e+39 	1.099047e+39 	2.975585e+07 	3.333333e-01 	
1.221681e+06 	1.524270e+09 	4.667245e+02 	1.365780e+22 	1.406522e+03 	3.074302e+08 	2.185575e+05 	1.663971e+39 	1.097693e+39 	2.957860e+07 	3.333333e-01 	
1.222979e+06 	1.520654e+09 	4.627514e+02 	1.352859e+22 	1.415200e+03 	3.070653e+08 	2.169596e+05 	1.661012e+39 	1.096341e+39 	2.940242e+07 	3.333333e-01 	
1.224280e+06 	1.517046e+09 	4.588122e+02 	1.340058e+22 	1.423929e+03 	3.067007e+08 	2.153736e+05 	1.658060e+39 	1.094991e+39 	2.922729e+07 	3.333333e-01 	
1.225584e+06 	1.513445e+09 	4.549066e+02 	1.327376e+22 	1.432709e+03 	3.063366e+08 	2.137996e+05 	1.655114e+39 	1.093644e+39 	2.905323e+07 	3.333333e-01 	
1.226890e+06 	1.509853e+09 	4.510341e+02 	1.314812e+22 	1.441541e+03 	3.059728e+08 	2.122374e+05 	1.652174e+39 	1.092298e+39 	2.888021e+07 	3.333333e-01 	
1.228199e+06 	1.506269e+09 	4.471947e+02 	1.302365e+22 	1.450425e+03 	3.056094e+08 	2.106870e+05 	1.649240e+39 	1.090954e+39 	2.870823e+07 	3.333333e-01 	
1.229510e+06 	1.502692e+09 	4.433879e+02 	1.290033e+22 	1.459360e+03 	3.052463e+08 	2.091482e+05 	1.646313e+39 	1.089612e+39 	2.853729e+07 	3.333333e-01 	
1.230824e+06 	1.499123e+09 	4.396136e+02 	1.277817e+22 	1.468349e+03 	3.048837e+08 	2.076210e+05 	1.643393e+39 	1.088272e+39 	2.836738e+07 	3.333333e-01 	
1.232140e+06 	1.495563e+09 	4.358713e+02 	1.265714e+22 	1.477390e+03 	3.045214e+08 	2.061053e+05 	1.640479e+39 	1.086935e+39 	2.819850e+07 	3.333333e-01 	
1.233460e+06 	1.492010e+09 	4.321609e+02 	1.253723e+22 	1.486483e+03 	3.041594e+08 	2.046010e+05 	1.637571e+39 	1.085599e+39 	2.803063e+07 	3.333333e-01 	
