f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -4.46989826 	 -4.46989805
-3.72051282 	 -4.47312140 	 -4.47312098
-3.74102564 	 -4.47620320 	 -4.47620280
-3.76153846 	 -4.47915071 	 -4.47915032
-3.78205128 	 -4.48196839 	 -4.48196802
-3.80256410 	 -4.48466205 	 -4.48466169
-3.82307692 	 -4.48723728 	 -4.48723693
-3.84358974 	 -4.48969854 	 -4.48969821
-3.86410256 	 -4.49205069 	 -4.49205037
-3.88461538 	 -4.49429866 	 -4.49429836
-3.90512821 	 -4.49644692 	 -4.49644663
-3.92564103 	 -4.49849931 	 -4.49849904
-3.94615385 	 -4.50046026 	 -4.50045993
-3.96666667 	 -4.50233353 	 -4.50233322
-3.98717949 	 -4.50412296 	 -4.50412265
-4.00769231 	 -4.50583249 	 -4.50583220
-4.02820513 	 -4.50746518 	 -4.50746490
-4.04871795 	 -4.50902478 	 -4.50902451
-4.06923077 	 -4.51051411 	 -4.51051385
-4.08974359 	 -4.51193628 	 -4.51193604
-4.11025641 	 -4.51329448 	 -4.51329425
-4.13076923 	 -4.51459142 	 -4.51459099
-4.15128205 	 -4.51582997 	 -4.51582956
-4.17179487 	 -4.51701205 	 -4.51701166
-4.19230769 	 -4.51814101 	 -4.51814063
-4.21282051 	 -4.51921857 	 -4.51921822
-4.23333333 	 -4.52024735 	 -4.52024701
-4.25384615 	 -4.52122971 	 -4.52122938
-4.27435897 	 -4.52216728 	 -4.52216697
-4.29487179 	 -4.52306237 	 -4.52306208
-4.31538462 	 -4.52391662 	 -4.52391637
-4.33589744 	 -4.52473182 	 -4.52473159
-4.35641026 	 -4.52551018 	 -4.52550996
-4.37692308 	 -4.52625322 	 -4.52625280
-4.39743590 	 -4.52696229 	 -4.52696189
-4.41794872 	 -4.52763869 	 -4.52763830
-4.43846154 	 -4.52828447 	 -4.52828410
-4.45897436 	 -4.52890095 	 -4.52890060
-4.47948718 	 -4.52948896 	 -4.52948862
-4.50000000 	 -4.53005028 	 -4.53005002
