f0           	 log10(rhophA) 	 log10(rhophB)
-3.70000000 	 -5.26852264 	 -5.26852241
-3.72051282 	 -5.27271930 	 -5.27271908
-3.74102564 	 -5.27673580 	 -5.27673537
-3.76153846 	 -5.28057961 	 -5.28057920
-3.78205128 	 -5.28425784 	 -5.28425744
-3.80256410 	 -5.28777653 	 -5.28777615
-3.82307692 	 -5.29114221 	 -5.29114185
-3.84358974 	 -5.29436182 	 -5.29436147
-3.86410256 	 -5.29744065 	 -5.29744031
-3.88461538 	 -5.30038465 	 -5.30038433
-3.90512821 	 -5.30319972 	 -5.30319941
-3.92564103 	 -5.30589084 	 -5.30589054
-3.94615385 	 -5.30846321 	 -5.30846292
-3.96666667 	 -5.31092234 	 -5.31092200
-3.98717949 	 -5.31327221 	 -5.31327188
-4.00769231 	 -5.31551810 	 -5.31551779
-4.02820513 	 -5.31766436 	 -5.31766406
-4.04871795 	 -5.31971495 	 -5.31971466
-4.06923077 	 -5.32167411 	 -5.32167383
-4.08974359 	 -5.32354586 	 -5.32354559
-4.11025641 	 -5.32533382 	 -5.32533357
-4.13076923 	 -5.32704184 	 -5.32704159
-4.15128205 	 -5.32867330 	 -5.32867307
-4.17179487 	 -5.33023168 	 -5.33023126
-4.19230769 	 -5.33171948 	 -5.33171908
-4.21282051 	 -5.33314066 	 -5.33314028
-4.23333333 	 -5.33449787 	 -5.33449750
-4.25384615 	 -5.33579375 	 -5.33579339
-4.27435897 	 -5.33703101 	 -5.33703067
-4.29487179 	 -5.33821250 	 -5.33821218
-4.31538462 	 -5.33934059 	 -5.33934028
-4.33589744 	 -5.34041734 	 -5.34041704
-4.35641026 	 -5.34144550 	 -5.34144526
-4.37692308 	 -5.34242687 	 -5.34242664
-4.39743590 	 -5.34336390 	 -5.34336368
-4.41794872 	 -5.34425817 	 -5.34425775
-4.43846154 	 -5.34511210 	 -5.34511170
-4.45897436 	 -5.34592675 	 -5.34592637
-4.47948718 	 -5.34670456 	 -5.34670419
-4.50000000 	 -5.34744683 	 -5.34744648
