r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.199996e+06 	1.201347e+09 	8.990108e+04 	1.194968e+22 	1.142002e-01 	2.729290e+08 	2.389769e+09 	4.153446e+38 	3.022778e+38 	6.485642e+09 	3.333333e-01 	
1.200008e+06 	1.198098e+09 	8.893086e+04 	1.180289e+22 	1.154436e-01 	2.725596e+08 	2.360830e+09 	4.153429e+38 	3.022777e+38 	6.426166e+09 	3.333333e-01 	
1.200019e+06 	1.194858e+09 	8.797110e+04 	1.165794e+22 	1.167006e-01 	2.721908e+08 	2.332242e+09 	4.153412e+38 	3.022775e+38 	6.367228e+09 	3.333333e-01 	
1.200031e+06 	1.191627e+09 	8.702171e+04 	1.151479e+22 	1.179713e-01 	2.718226e+08 	2.304000e+09 	4.153395e+38 	3.022774e+38 	6.308822e+09 	3.333333e-01 	
1.200043e+06 	1.188405e+09 	8.608256e+04 	1.137343e+22 	1.192558e-01 	2.714549e+08 	2.276101e+09 	4.153377e+38 	3.022772e+38 	6.250943e+09 	3.333333e-01 	
1.200054e+06 	1.185192e+09 	8.515355e+04 	1.123384e+22 	1.205543e-01 	2.710877e+08 	2.248539e+09 	4.153360e+38 	3.022771e+38 	6.193587e+09 	3.333333e-01 	
1.200066e+06 	1.181988e+09 	8.423456e+04 	1.109598e+22 	1.218670e-01 	2.707211e+08 	2.221312e+09 	4.153343e+38 	3.022769e+38 	6.136749e+09 	3.333333e-01 	
1.200078e+06 	1.178794e+09 	8.332549e+04 	1.095985e+22 	1.231939e-01 	2.703550e+08 	2.194414e+09 	4.153326e+38 	3.022767e+38 	6.080424e+09 	3.333333e-01 	
1.200089e+06 	1.175608e+09 	8.242623e+04 	1.082541e+22 	1.245353e-01 	2.699894e+08 	2.167843e+09 	4.153309e+38 	3.022766e+38 	6.024609e+09 	3.333333e-01 	
1.200101e+06 	1.172431e+09 	8.153667e+04 	1.069265e+22 	1.258913e-01 	2.696243e+08 	2.141593e+09 	4.153292e+38 	3.022764e+38 	5.969298e+09 	3.333333e-01 	
1.200112e+06 	1.169263e+09 	8.065672e+04 	1.056154e+22 	1.272621e-01 	2.692598e+08 	2.115661e+09 	4.153275e+38 	3.022763e+38 	5.914487e+09 	3.333333e-01 	
1.200124e+06 	1.166104e+09 	7.978626e+04 	1.043206e+22 	1.286478e-01 	2.688958e+08 	2.090044e+09 	4.153258e+38 	3.022761e+38 	5.860172e+09 	3.333333e-01 	
1.200135e+06 	1.162953e+09 	7.892520e+04 	1.030420e+22 	1.300486e-01 	2.685323e+08 	2.064737e+09 	4.153241e+38 	3.022760e+38 	5.806347e+09 	3.333333e-01 	
1.200147e+06 	1.159812e+09 	7.807343e+04 	1.017793e+22 	1.314647e-01 	2.681694e+08 	2.039737e+09 	4.153224e+38 	3.022758e+38 	5.753009e+09 	3.333333e-01 	
1.200158e+06 	1.156680e+09 	7.723085e+04 	1.005324e+22 	1.328962e-01 	2.678070e+08 	2.015039e+09 	4.153207e+38 	3.022757e+38 	5.700154e+09 	3.333333e-01 	
1.200170e+06 	1.153556e+09 	7.639736e+04 	9.930093e+21 	1.343432e-01 	2.674452e+08 	1.990641e+09 	4.153190e+38 	3.022755e+38 	5.647776e+09 	3.333333e-01 	
1.200181e+06 	1.150441e+09 	7.557287e+04 	9.808483e+21 	1.358061e-01 	2.670838e+08 	1.966539e+09 	4.153173e+38 	3.022754e+38 	5.595873e+09 	3.333333e-01 	
1.200193e+06 	1.147334e+09 	7.475728e+04 	9.688386e+21 	1.372849e-01 	2.667230e+08 	1.942728e+09 	4.153156e+38 	3.022752e+38 	5.544439e+09 	3.333333e-01 	
1.200204e+06 	1.144237e+09 	7.395049e+04 	9.569784e+21 	1.387797e-01 	2.663627e+08 	1.919206e+09 	4.153139e+38 	3.022751e+38 	5.493470e+09 	3.333333e-01 	
1.200215e+06 	1.141148e+09 	7.315241e+04 	9.452656e+21 	1.402909e-01 	2.660029e+08 	1.895969e+09 	4.153123e+38 	3.022749e+38 	5.442963e+09 	3.333333e-01 	
1.200227e+06 	1.138068e+09 	7.236294e+04 	9.336986e+21 	1.418185e-01 	2.656437e+08 	1.873014e+09 	4.153106e+38 	3.022748e+38 	5.392913e+09 	3.333333e-01 	
