r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200000e+06 	1.287798e+09 	6.278620e+04 	1.194968e+22 	1.031726e+00 	2.825786e+08 	2.738710e+08 	5.710150e+38 	4.155715e+38 	4.342495e+09 	3.333333e-01 	
1.200014e+06 	1.284812e+09 	6.215328e+04 	1.182352e+22 	1.042205e+00 	2.822508e+08 	2.708028e+08 	5.710102e+38 	4.155698e+38 	4.304883e+09 	3.333333e-01 	
1.200029e+06 	1.281834e+09 	6.152674e+04 	1.169875e+22 	1.052790e+00 	2.819235e+08 	2.677692e+08 	5.710054e+38 	4.155682e+38 	4.267591e+09 	3.333333e-01 	
1.200043e+06 	1.278864e+09 	6.090651e+04 	1.157536e+22 	1.063483e+00 	2.815967e+08 	2.647696e+08 	5.710005e+38 	4.155665e+38 	4.230617e+09 	3.333333e-01 	
1.200057e+06 	1.275902e+09 	6.029254e+04 	1.145331e+22 	1.074285e+00 	2.812704e+08 	2.618038e+08 	5.709957e+38 	4.155649e+38 	4.193957e+09 	3.333333e-01 	
1.200072e+06 	1.272947e+09 	5.968475e+04 	1.133261e+22 	1.085196e+00 	2.809446e+08 	2.588712e+08 	5.709909e+38 	4.155632e+38 	4.157609e+09 	3.333333e-01 	
1.200086e+06 	1.270001e+09 	5.908309e+04 	1.121324e+22 	1.096219e+00 	2.806193e+08 	2.559716e+08 	5.709861e+38 	4.155616e+38 	4.121571e+09 	3.333333e-01 	
1.200100e+06 	1.267063e+09 	5.848750e+04 	1.109517e+22 	1.107353e+00 	2.802945e+08 	2.531046e+08 	5.709813e+38 	4.155599e+38 	4.085840e+09 	3.333333e-01 	
1.200115e+06 	1.264132e+09 	5.789791e+04 	1.097841e+22 	1.118600e+00 	2.799701e+08 	2.502698e+08 	5.709764e+38 	4.155583e+38 	4.050413e+09 	3.333333e-01 	
1.200129e+06 	1.261210e+09 	5.731426e+04 	1.086292e+22 	1.129962e+00 	2.796463e+08 	2.474669e+08 	5.709716e+38 	4.155566e+38 	4.015288e+09 	3.333333e-01 	
1.200143e+06 	1.258295e+09 	5.673650e+04 	1.074870e+22 	1.141438e+00 	2.793230e+08 	2.446954e+08 	5.709668e+38 	4.155550e+38 	3.980461e+09 	3.333333e-01 	
1.200158e+06 	1.255388e+09 	5.616456e+04 	1.063574e+22 	1.153032e+00 	2.790001e+08 	2.419551e+08 	5.709620e+38 	4.155533e+38 	3.945932e+09 	3.333333e-01 	
1.200172e+06 	1.252489e+09 	5.559839e+04 	1.052401e+22 	1.164743e+00 	2.786778e+08 	2.392456e+08 	5.709572e+38 	4.155517e+38 	3.911697e+09 	3.333333e-01 	
1.200186e+06 	1.249597e+09 	5.503792e+04 	1.041350e+22 	1.176574e+00 	2.783559e+08 	2.365665e+08 	5.709523e+38 	4.155500e+38 	3.877754e+09 	3.333333e-01 	
1.200200e+06 	1.246714e+09 	5.448311e+04 	1.030421e+22 	1.188524e+00 	2.780346e+08 	2.339175e+08 	5.709475e+38 	4.155483e+38 	3.844100e+09 	3.333333e-01 	
1.200215e+06 	1.243838e+09 	5.393388e+04 	1.019611e+22 	1.200596e+00 	2.777137e+08 	2.312983e+08 	5.709427e+38 	4.155467e+38 	3.810733e+09 	3.333333e-01 	
1.200229e+06 	1.240969e+09 	5.339020e+04 	1.008919e+22 	1.212791e+00 	2.773933e+08 	2.287085e+08 	5.709379e+38 	4.155450e+38 	3.777650e+09 	3.333333e-01 	
1.200243e+06 	1.238109e+09 	5.285199e+04 	9.983451e+21 	1.225109e+00 	2.770734e+08 	2.261477e+08 	5.709331e+38 	4.155433e+38 	3.744850e+09 	3.333333e-01 	
1.200257e+06 	1.235256e+09 	5.231921e+04 	9.878866e+21 	1.237553e+00 	2.767540e+08 	2.236158e+08 	5.709283e+38 	4.155417e+38 	3.712329e+09 	3.333333e-01 	
1.200271e+06 	1.232411e+09 	5.179180e+04 	9.775424e+21 	1.250123e+00 	2.764351e+08 	2.211123e+08 	5.709235e+38 	4.155400e+38 	3.680086e+09 	3.333333e-01 	
1.200286e+06 	1.229573e+09 	5.126971e+04 	9.673113e+21 	1.262821e+00 	2.761167e+08 	2.186369e+08 	5.709186e+38 	4.155383e+38 	3.648118e+09 	3.333333e-01 	
1.200300e+06 	1.226743e+09 	5.075288e+04 	9.571920e+21 	1.275647e+00 	2.757988e+08 	2.161893e+08 	5.709138e+38 	4.155367e+38 	3.616422e+09 	3.333333e-01 	
1.200314e+06 	1.223921e+09 	5.024126e+04 	9.471832e+21 	1.288604e+00 	2.754813e+08 	2.137692e+08 	5.709090e+38 	4.155350e+38 	3.584997e+09 	3.333333e-01 	
1.200328e+06 	1.221106e+09 	4.973479e+04 	9.372837e+21 	1.301693e+00 	2.751644e+08 	2.113763e+08 	5.709042e+38 	4.155333e+38 	3.553840e+09 	3.333333e-01 	
1.200342e+06 	1.218299e+09 	4.923344e+04 	9.274922e+21 	1.314915e+00 	2.748479e+08 	2.090102e+08 	5.708994e+38 	4.155317e+38 	3.522950e+09 	3.333333e-01 	
1.200356e+06 	1.215499e+09 	4.873713e+04 	9.178076e+21 	1.328271e+00 	2.745319e+08 	2.066707e+08 	5.708946e+38 	4.155300e+38 	3.492323e+09 	3.333333e-01 	
1.200370e+06 	1.212707e+09 	4.824583e+04 	9.082288e+21 	1.341762e+00 	2.742164e+08 	2.043575e+08 	5.708898e+38 	4.155283e+38 	3.461957e+09 	3.333333e-01 	
1.200385e+06 	1.209923e+09 	4.775949e+04 	8.987546e+21 	1.355391e+00 	2.739014e+08 	2.020703e+08 	5.708850e+38 	4.155266e+38 	3.431851e+09 	3.333333e-01 	
1.200399e+06 	1.207146e+09 	4.727804e+04 	8.893838e+21 	1.369158e+00 	2.735869e+08 	1.998088e+08 	5.708802e+38 	4.155249e+38 	3.402002e+09 	3.333333e-01 	
1.200413e+06 	1.204376e+09 	4.680145e+04 	8.801150e+21 	1.383065e+00 	2.732729e+08 	1.975726e+08 	5.708754e+38 	4.155233e+38 	3.372407e+09 	3.333333e-01 	
1.200427e+06 	1.201614e+09 	4.632966e+04 	8.709473e+21 	1.397114e+00 	2.729593e+08 	1.953616e+08 	5.708705e+38 	4.155216e+38 	3.343066e+09 	3.333333e-01 	
1.200441e+06 	1.198859e+09 	4.586263e+04 	8.618794e+21 	1.411305e+00 	2.726462e+08 	1.931754e+08 	5.708657e+38 	4.155199e+38 	3.313975e+09 	3.333333e-01 	
1.200455e+06 	1.196112e+09 	4.540031e+04 	8.529103e+21 	1.425640e+00 	2.723337e+08 	1.910137e+08 	5.708609e+38 	4.155182e+38 	3.285133e+09 	3.333333e-01 	
1.200469e+06 	1.193372e+09 	4.494265e+04 	8.440387e+21 	1.440121e+00 	2.720215e+08 	1.888764e+08 	5.708561e+38 	4.155165e+38 	3.256538e+09 	3.333333e-01 	
1.200483e+06 	1.190639e+09 	4.448960e+04 	8.352636e+21 	1.454749e+00 	2.717099e+08 	1.867630e+08 	5.708513e+38 	4.155148e+38 	3.228187e+09 	3.333333e-01 	
1.200497e+06 	1.187914e+09 	4.404111e+04 	8.265840e+21 	1.469525e+00 	2.713988e+08 	1.846733e+08 	5.708465e+38 	4.155132e+38 	3.200079e+09 	3.333333e-01 	
1.200511e+06 	1.185196e+09 	4.359715e+04 	8.179988e+21 	1.484452e+00 	2.710881e+08 	1.826071e+08 	5.708417e+38 	4.155115e+38 	3.172211e+09 	3.333333e-01 	
1.200525e+06 	1.182485e+09 	4.315767e+04 	8.095070e+21 	1.499530e+00 	2.707779e+08 	1.805641e+08 	5.708369e+38 	4.155098e+38 	3.144581e+09 	3.333333e-01 	
1.200539e+06 	1.179782e+09 	4.272261e+04 	8.011077e+21 	1.514762e+00 	2.704682e+08 	1.785441e+08 	5.708321e+38 	4.155081e+38 	3.117187e+09 	3.333333e-01 	
1.200553e+06 	1.177086e+09 	4.229194e+04 	7.927996e+21 	1.530148e+00 	2.701590e+08 	1.765467e+08 	5.708273e+38 	4.155064e+38 	3.090028e+09 	3.333333e-01 	
1.200567e+06 	1.174397e+09 	4.186561e+04 	7.845817e+21 	1.545691e+00 	2.698503e+08 	1.745717e+08 	5.708225e+38 	4.155047e+38 	3.063101e+09 	3.333333e-01 	
1.200581e+06 	1.171715e+09 	4.144358e+04 	7.764531e+21 	1.561391e+00 	2.695421e+08 	1.726189e+08 	5.708177e+38 	4.155030e+38 	3.036404e+09 	3.333333e-01 	
1.200595e+06 	1.169041e+09 	4.102580e+04 	7.684126e+21 	1.577252e+00 	2.692343e+08 	1.706881e+08 	5.708128e+38 	4.155013e+38 	3.009936e+09 	3.333333e-01 	
1.200608e+06 	1.166374e+09 	4.061224e+04 	7.604593e+21 	1.593273e+00 	2.689270e+08 	1.687789e+08 	5.708080e+38 	4.154996e+38 	2.983695e+09 	3.333333e-01 	
1.200622e+06 	1.163714e+09 	4.020284e+04 	7.525922e+21 	1.609457e+00 	2.686202e+08 	1.668911e+08 	5.708032e+38 	4.154979e+38 	2.957678e+09 	3.333333e-01 	
1.200636e+06 	1.161061e+09 	3.979757e+04 	7.448104e+21 	1.625805e+00 	2.683138e+08 	1.650245e+08 	5.707984e+38 	4.154962e+38 	2.931884e+09 	3.333333e-01 	
1.200650e+06 	1.158416e+09 	3.939639e+04 	7.371130e+21 	1.642319e+00 	2.680079e+08 	1.631789e+08 	5.707936e+38 	4.154945e+38 	2.906311e+09 	3.333333e-01 	
1.200664e+06 	1.155777e+09 	3.899925e+04 	7.294991e+21 	1.659002e+00 	2.677026e+08 	1.613540e+08 	5.707888e+38 	4.154928e+38 	2.880957e+09 	3.333333e-01 	
1.200678e+06 	1.153146e+09 	3.860611e+04 	7.219678e+21 	1.675853e+00 	2.673977e+08 	1.595496e+08 	5.707840e+38 	4.154911e+38 	2.855820e+09 	3.333333e-01 	
1.200692e+06 	1.150522e+09 	3.821694e+04 	7.145179e+21 	1.692876e+00 	2.670932e+08 	1.577654e+08 	5.707792e+38 	4.154894e+38 	2.830899e+09 	3.333333e-01 	
1.200706e+06 	1.147905e+09 	3.783169e+04 	7.071487e+21 	1.710072e+00 	2.667893e+08 	1.560013e+08 	5.707744e+38 	4.154877e+38 	2.806191e+09 	3.333333e-01 	
1.200719e+06 	1.145295e+09 	3.745032e+04 	6.998593e+21 	1.727443e+00 	2.664858e+08 	1.542569e+08 	5.707696e+38 	4.154859e+38 	2.781695e+09 	3.333333e-01 	
1.200733e+06 	1.142692e+09 	3.707280e+04 	6.926486e+21 	1.744990e+00 	2.661828e+08 	1.525321e+08 	5.707647e+38 	4.154842e+38 	2.757408e+09 	3.333333e-01 	
1.200747e+06 	1.140095e+09 	3.669909e+04 	6.855158e+21 	1.762715e+00 	2.658802e+08 	1.508267e+08 	5.707599e+38 	4.154825e+38 	2.733331e+09 	3.333333e-01 	
1.200761e+06 	1.137506e+09 	3.632914e+04 	6.784601e+21 	1.780621e+00 	2.655782e+08 	1.491404e+08 	5.707551e+38 	4.154808e+38 	2.709459e+09 	3.333333e-01 	
1.200775e+06 	1.134924e+09 	3.596292e+04 	6.714806e+21 	1.798708e+00 	2.652766e+08 	1.474731e+08 	5.707503e+38 	4.154791e+38 	2.685792e+09 	3.333333e-01 	
1.200788e+06 	1.132349e+09 	3.560039e+04 	6.645766e+21 	1.816979e+00 	2.649755e+08 	1.458244e+08 	5.707455e+38 	4.154774e+38 	2.662328e+09 	3.333333e-01 	
1.200802e+06 	1.129781e+09 	3.524151e+04 	6.577471e+21 	1.835436e+00 	2.646748e+08 	1.441943e+08 	5.707407e+38 	4.154756e+38 	2.639066e+09 	3.333333e-01 	
1.200816e+06 	1.127220e+09 	3.488626e+04 	6.509914e+21 	1.854080e+00 	2.643746e+08 	1.425824e+08 	5.707359e+38 	4.154739e+38 	2.616003e+09 	3.333333e-01 	
1.200830e+06 	1.124666e+09 	3.453458e+04 	6.443088e+21 	1.872914e+00 	2.640749e+08 	1.409886e+08 	5.707311e+38 	4.154722e+38 	2.593137e+09 	3.333333e-01 	
1.200844e+06 	1.122119e+09 	3.418645e+04 	6.376980e+21 	1.891939e+00 	2.637757e+08 	1.394128e+08 	5.707262e+38 	4.154705e+38 	2.570468e+09 	3.333333e-01 	
1.200857e+06 	1.119578e+09 	3.384183e+04 	6.311586e+21 	1.911157e+00 	2.634770e+08 	1.378546e+08 	5.707214e+38 	4.154687e+38 	2.547994e+09 	3.333333e-01 	
1.200871e+06 	1.117045e+09 	3.350069e+04 	6.246896e+21 	1.930571e+00 	2.631787e+08 	1.363138e+08 	5.707166e+38 	4.154670e+38 	2.525712e+09 	3.333333e-01 	
1.200885e+06 	1.114518e+09 	3.316298e+04 	6.182903e+21 	1.950181e+00 	2.628809e+08 	1.347904e+08 	5.707118e+38 	4.154653e+38 	2.503622e+09 	3.333333e-01 	
1.200898e+06 	1.111998e+09 	3.282868e+04 	6.119599e+21 	1.969991e+00 	2.625835e+08 	1.332840e+08 	5.707070e+38 	4.154635e+38 	2.481722e+09 	3.333333e-01 	
1.200912e+06 	1.109485e+09 	3.249774e+04 	6.056977e+21 	1.990003e+00 	2.622866e+08 	1.317946e+08 	5.707021e+38 	4.154618e+38 	2.460010e+09 	3.333333e-01 	
1.200926e+06 	1.106978e+09 	3.217015e+04 	5.995028e+21 	2.010217e+00 	2.619902e+08 	1.303218e+08 	5.706973e+38 	4.154601e+38 	2.438484e+09 	3.333333e-01 	
