r (cm)      	T (K)       	rho (g/cm3) 	P (dyne/cm2) 	u (cm/s)    	cs (cm/s)   	phi         	L (erg/s)   	L* (erg/s)  	taus        	lambda     
1.200001e+06 	1.219837e+09 	8.416295e+04 	1.194968e+22 	2.433923e-01 	2.750213e+08 	1.129879e+09 	4.453712e+38 	3.241309e+38 	6.016071e+09 	3.333333e-01 	
1.200013e+06 	1.216701e+09 	8.328712e+04 	1.181003e+22 	2.459465e-01 	2.746675e+08 	1.116707e+09 	4.453691e+38 	3.241306e+38 	5.962784e+09 	3.333333e-01 	
1.200025e+06 	1.213573e+09 	8.242040e+04 	1.167204e+22 	2.485274e-01 	2.743142e+08 	1.103689e+09 	4.453669e+38 	3.241302e+38 	5.909961e+09 	3.333333e-01 	
1.200037e+06 	1.210453e+09 	8.156270e+04 	1.153570e+22 	2.511355e-01 	2.739615e+08 	1.090823e+09 	4.453648e+38 	3.241299e+38 	5.857599e+09 	3.333333e-01 	
1.200048e+06 	1.207342e+09 	8.071393e+04 	1.140098e+22 	2.537709e-01 	2.736092e+08 	1.078107e+09 	4.453627e+38 	3.241296e+38 	5.805694e+09 	3.333333e-01 	
1.200060e+06 	1.204240e+09 	7.987399e+04 	1.126786e+22 	2.564340e-01 	2.732574e+08 	1.065539e+09 	4.453607e+38 	3.241292e+38 	5.754242e+09 	3.333333e-01 	
1.200072e+06 	1.201145e+09 	7.904278e+04 	1.113633e+22 	2.591250e-01 	2.729061e+08 	1.053118e+09 	4.453586e+38 	3.241289e+38 	5.703239e+09 	3.333333e-01 	
1.200084e+06 	1.198059e+09 	7.822023e+04 	1.100637e+22 	2.618443e-01 	2.725553e+08 	1.040842e+09 	4.453565e+38 	3.241286e+38 	5.652680e+09 	3.333333e-01 	
1.200096e+06 	1.194982e+09 	7.740624e+04 	1.087795e+22 	2.645921e-01 	2.722050e+08 	1.028709e+09 	4.453544e+38 	3.241283e+38 	5.602563e+09 	3.333333e-01 	
1.200107e+06 	1.191913e+09 	7.660072e+04 	1.075106e+22 	2.673688e-01 	2.718552e+08 	1.016717e+09 	4.453523e+38 	3.241279e+38 	5.552882e+09 	3.333333e-01 	
1.200119e+06 	1.188852e+09 	7.580358e+04 	1.062568e+22 	2.701746e-01 	2.715060e+08 	1.004866e+09 	4.453502e+38 	3.241276e+38 	5.503636e+09 	3.333333e-01 	
1.200131e+06 	1.185800e+09 	7.501474e+04 	1.050179e+22 	2.730099e-01 	2.711572e+08 	9.931528e+08 	4.453481e+38 	3.241273e+38 	5.454819e+09 	3.333333e-01 	
1.200143e+06 	1.182756e+09 	7.423411e+04 	1.037938e+22 	2.758749e-01 	2.708089e+08 	9.815764e+08 	4.453461e+38 	3.241269e+38 	5.406428e+09 	3.333333e-01 	
1.200154e+06 	1.179720e+09 	7.346160e+04 	1.025842e+22 	2.787701e-01 	2.704611e+08 	9.701351e+08 	4.453440e+38 	3.241266e+38 	5.358460e+09 	3.333333e-01 	
1.200166e+06 	1.176692e+09 	7.269713e+04 	1.013889e+22 	2.816956e-01 	2.701138e+08 	9.588273e+08 	4.453419e+38 	3.241263e+38 	5.310911e+09 	3.333333e-01 	
1.200178e+06 	1.173672e+09 	7.194061e+04 	1.002079e+22 	2.846518e-01 	2.697670e+08 	9.476514e+08 	4.453399e+38 	3.241260e+38 	5.263777e+09 	3.333333e-01 	
1.200189e+06 	1.170661e+09 	7.119197e+04 	9.904088e+21 	2.876390e-01 	2.694207e+08 	9.366058e+08 	4.453378e+38 	3.241256e+38 	5.217055e+09 	3.333333e-01 	
1.200201e+06 	1.167657e+09 	7.045112e+04 	9.788774e+21 	2.906576e-01 	2.690749e+08 	9.256892e+08 	4.453357e+38 	3.241253e+38 	5.170741e+09 	3.333333e-01 	
1.200212e+06 	1.164662e+09 	6.971798e+04 	9.674830e+21 	2.937079e-01 	2.687296e+08 	9.149000e+08 	4.453337e+38 	3.241250e+38 	5.124831e+09 	3.333333e-01 	
1.200224e+06 	1.161675e+09 	6.899246e+04 	9.562241e+21 	2.967902e-01 	2.683848e+08 	9.042367e+08 	4.453316e+38 	3.241246e+38 	5.079323e+09 	3.333333e-01 	
1.200236e+06 	1.158697e+09 	6.827450e+04 	9.450990e+21 	2.999049e-01 	2.680404e+08 	8.936978e+08 	4.453296e+38 	3.241243e+38 	5.034212e+09 	3.333333e-01 	
1.200247e+06 	1.155726e+09 	6.756401e+04 	9.341058e+21 	3.030523e-01 	2.676966e+08 	8.832819e+08 	4.453275e+38 	3.241240e+38 	4.989496e+09 	3.333333e-01 	
